Id,Price,Type,Region,Total Area,Bathrooms,Bedrooms,Vacancies,dist_subway,dist_bus,dist_school,ncult,food,crime%,latitude,longitude,sala,suíte,mobiliado,piscina,churrasqueira,salão,varanda,academia,duplex,quintal,armário,reformado,sobrado,condicionado,condominio,escritorio
2514885000,1700,apartament,zona norte,65,2,2,1,3270.0,257.0,169.0,0.0,26.0,0.07271552072392341,-23.5131836,-46.589155700000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514571758,2300,house,zona leste,120,2,2,2,26.0,21.0,156.0,19.0,18.0,0.5090086450674638,-23.5400222,-46.5765739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505384383,2800,apartament,zona oeste,25,1,1,0,262.0,230.0,175.0,17.0,30.0,0.7998707279631575,-23.5522083,-46.682116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493096696,1200,apartament,zona norte,30,1,1,0,2438.0,150.0,266.0,1.0,1.0,0.1292720368425305,-23.5059112,-46.6567035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509678891,3500,house,zona norte,275,5,4,2,580.0,196.0,256.0,6.0,6.0,0.2747030782903773,-23.494755,-46.613845562514754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514085423,1600,apartament,zona norte,53,1,2,2,2526.0,29.0,229.0,0.0,1.0,0.12119253453987235,-23.4766199,-46.6367949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507218829,4100,house,centro,250,3,3,2,1088.0,160.0,68.0,5.0,27.0,0.29086208289569365,-23.5723517,-46.6300881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514912125,3250,apartament,zona leste,114,3,3,3,2434.0,63.0,717.0,13.0,1.0,0.21814656217177023,-23.5602488,-46.561515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497907026,10000,house,centro,190,2,5,4,1188.0,211.0,222.0,4.0,20.0,0.3151005898036681,-23.576992800000003,-46.6277354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515647497,1400,house,zona sul,90,2,3,2,3198.0,156.0,137.0,0.0,2.0,0.15351054375050496,-23.600937,-46.7508133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2446364322,3500,house,zona oeste,150,2,3,1,4808.0,18.0,348.0,2.0,0.0,0.15351054375050496,-23.530854,-46.7350848,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
