pt_nome,pt_enderec,longitude,latitude
"TERM. METRÔ ITAQUERA PL. C , 0",,-46.47012569520207,-23.542423256812306
"R. BR. DE SANTO ÂNGELO , 431",NICOLAS ADAM/ R SEM NOME,-46.68752954109456,-23.475981499122852
"R. PARAPUÃ , 1847",RODOLFO BARDELA/ R NEREU RANGEL PESTANA,-46.693949565677975,-23.469974451868968
"R. ÁLVARES CORREIA , 250",JANGADA NOVA/ R FAJAO,-46.704547592743594,-23.729295212273307
"R. MARCOLINO VAZ FIGUEIRA , 0",TOMAS VELASCO/ R ARTUR FERREIRA DE ABREU,-46.768530834029214,-23.596675025628578
"AV. DO PAIOL , 1178",Estrada do Jaceguava,-46.7655326828691,-23.788029488160557
"R. OSWALDO AROUCA , 126",VENUS/ R IRU,-46.541859483878355,-23.56219305652717
"AV. BOM JARDIM , 149",GUARANTA/ R PIASSAGUERA,-46.61344710423687,-23.525589829170627
"AV. SYLVIO TORRES , 0",JOSE TALIBERTI/ R EDE DA SILVA GALLO,-46.48931289350221,-23.553338188881483
"R. MQ. DE SANTO AMARO , 1136",PADRE RAIMUNDO DA SILVA/ R SIMIAO FERNANDES,-46.55904185046776,-23.610390095978175
"AV. CB. ADÃO PEREIRA , 170",CONSTANTINO NERY/ AV BENEDITO ANDRADE,-46.71593980062067,-23.485692514720498
"AV. NSA. SRA. DA ASSUNÇÃO , 1177",EMILIANO CARDOSO DE MELLO/ R PROFESSOR AUGUSTO MONJARDINO,-46.747671514269115,-23.56702786018605
"TERM. STO. AMARO , 0",,-46.71049680767207,-23.65425108384521
"R. PROF. HASEGAWA , 499",MATASHIRO YAMAGUSHI/ R SUGAO SUZUKI,-46.43032635219451,-23.562875474930625
"R. CEMBIRA , 1056",JULIO VERGUEIRO/ R BENJAMIN CAPUSSO,-46.4293602595144,-23.505456370540394
"R. FONTE NOVA , 81",BENEDITO FELIZARDO/ EST DO SUMARE,-46.753466807758414,-23.866277488370642
"R. DR. JESUÍNO MACIEL , 893",NOEL TOREZIN/ R ANTONIO DE MACEDO SOARES,-46.67221733196861,-23.61919587691161
"ESTR. DA LIGAÇÃO , 58",,-46.66468463675869,-23.75583014715117
"R. GUNTUR , 0",FRANCISCO LACERDA E ALMEIDA/ R MEDEA,-46.77665720974017,-23.65326232831831
"AV. GEN. MAC ARTHUR , 1363",MENOTTI BINI/ R DOMINGOS MAZZEU,-46.753451477407744,-23.55383480856914
"R. FRANCISCO ALARICO BERGAMO , 1126",CAPITAO ANTONIO VASCONCELOS/ R PEDRO AFONSO,-46.454394514232604,-23.520847288591924
"AV. VER. ABEL FERREIRA , 16",JOSEFA CRUZ/  RUA BARÃO DE ABIAI,-46.54704957951413,-23.573711063506746
"R. MERGENTHALER , 592",AV DOUTOR GASTAO VIDIGAL/ R BAUMANN,-46.73796521174778,-23.52882570092045
"R. NELSON FRANCISCO , 301",MANUEL PINTO DE CARVALHO/ R MAESTO GABRIEL MIGLIORI,-46.681387619407815,-23.50459765689938
"R. TEERÃ , 570",KABUL/ R CARLOS WEBER,-46.724098144036645,-23.53480472362589
"R. ANDRÉ ROCHA , 129",UA ACANGUPA,-46.50927107443515,-23.542564100121
"R. JURUBIM , 453",ERVA DE FERRO/ R PRF. MALTA MACHADO,-46.74988906028098,-23.48489045989427
"R. RUBENS COTRIM , 0",AV. TTE. LAURO SODRÉ,-46.483146947465926,-23.62031633007948
"R. SÍLVIO BARBINI , 696",BATISTA BOVICELLI,-46.43313334434968,-23.53949041823892
"R. INTEGRADA , 25",MARMELEIRA DA INDIA/ R PROFESSORA EUNICE BECHARA DE OLIVEIRA,-46.77470227409197,-23.666713388019005
"AV. AGUIAR DA BEIRA , 0",UA MANUEL FIGUEIREDO,-46.52049427010154,-23.57430012632165
"AV. OLAVO FONTOURA , 327",PRAÇA CAMPO DE BAGATELLE/LATERAL CHURRASCARIA ANHEMBI,-46.63276223557122,-23.51430176541671
"R. SAID KALAF , 877",BRAS ALBANESE/ R JULIO MANCEBO GONCALVES,-46.792508426453935,-23.670586467061344
"AV. DR. BERNARDINO BRITO F.DE CARVALHO , 14",AV GENERAL LAMARTINE/ R VITO FORTUNATO,-46.521555182376176,-23.532579054714745
"R. ENG. DOMICIO DE L. PACHECO E SILVA , 501",UA ESTANISLAU,-46.6787388924311,-23.68349102566401
"ESTR. DO CAMPO LIMPO , 5081",CAMPOEIRO/ R CARABINANI,-46.76067392968908,-23.62221212683925
"R. DO IMPERADOR , 1561",ERNANI PINTO/ R SIMAO BORGES,-46.5961688382666,-23.50660883700195
"R. DIAS LEME , 303",ua Visconde de Inhomirim,-46.59447607693262,-23.561321933054252
"AV. MORVAN DIAS DE FIGUEIREDO , 0",PTE CRUZEIRO DO SUL/ R EUDORO LEMOS,-46.624424176755284,-23.518498791794173
"R. LUÍS ANTÔNIO VERNEY , 70",UA ANTONIO DE SENA/CEMITÉRIO SÃO LUIS,-46.74343005435999,-23.661504236919473
"R. CARDON , 618",CANTEMIR,-46.43740834986541,-23.516320355582675
"R. ELISA SILVEIRA , 209",DAS MANGUEIRAS/ R OTTO DE BARROS,-46.62778080072441,-23.622260957485928
"R. QUINTA DA MAGNÓLIA , 244",JOSE SEIXAS/ R DOURO LITORAL,-46.49801198353506,-23.5580351572366
"AV. BENTO GUELFI , 249",MENDONCA ARRAIS,-46.43506044788405,-23.59737751710511
"R. SUZANA , 1000",UA SERRA DO PEREIRO,-46.56430882592543,-23.58563304314712
"AV. DA. BELMIRA MARIN , 4053",VILA COVA DE ALVA/ R VERBASCO,-46.67748372915478,-23.75523117467009
"AV. JOÃO XXIII , 1930",SOARES COIMBRA/ R LUIZ BURGAIM,-46.52624531656736,-23.56607009933575
"R. CANÁPOLIS , 460",GEOLANDIA/ R MARGARIDA DE SOUZA,-46.57850162001022,-23.491755835781802
"AV. PROF. GIOIA MARTINS , 544",ENGENHEIRO CAMARGO FIDELIS/ R PROFESSOR CORIOLANO MARTINS,-46.73617763374613,-23.59997197410072
"AV. MENDES DA ROCHA , 1529",AV JULIO BUONO/ AV SANATORIO,-46.57565454936757,-23.474314779332428
"R. WILLIAM SPEERS , 718",TENENTE LANDY/ R ALVES BRANCO,-46.701993871221035,-23.51841167692004
"R. JACINTHO PEREIRA , 97",ALERTA/ R AIUCA,-46.73288876999833,-23.449531232798833
"R. INÁCIO DE OLIVEIRA CAMPOS , 342",BOQUEIRAO DE POTI/ R PADRE DICTINIO DE LA PARTE ABIA,-46.39679201411143,-23.546853597077252
"AV. DR. FRANCISCO DE P. V. DE AZEVEDO , 430",DR  ARMANDO DE PITTA BRITO - OSASCO,-46.760354479380894,-23.54555677500392
"AV. DR. KENKITI SHIMOMOTO , 492",PEDRO ALEXANDRINO SOARES,-46.79261190200055,-23.579135975727702
"ESTR. DE ITAPECERICA , 8389",ANUM DOURADO/ AV ANDORINHA DOS BEIRAIS,-46.79508054050928,-23.678669484361855
"R. COLÔMBIA , 534",PC NOSSA SENHORA DO BRASIL/ R PERU,-46.67314000389153,-23.57030878853462
"AV. ENG. HEITOR ANTÔNIO EIRAS GARCIA , 941",ALBERTO NASCIMENTO JUNIOR/ AV ENG. HEITOR ANTONIO EIRAS GARCIA,-46.74399755388773,-23.57794890081078
"R. RAPOSO DA FONSECA , 850",ROMAO GRAMACHO/ R ANTONIO SOARES PAIS,-46.397141030396995,-23.55668561506885
"R. PIRAQUARA , 500",PARATIBA/ AV NICOLAU JACINTO,-46.48357179472186,-23.52664016914991
"AV. PIETRO NARDINI , 175",UA ODESSA,-46.69729167650832,-23.740193208149808
"AV. SAPOPEMBA , 7420",DOUTOR EUGENIO CASILLO/ R PADRE ATILIO GARRET,-46.52726540156125,-23.59451714371533
"R. ALMIR RODRIGUES , 313",UA BRANDÃO DE AMORIM/ RUA DOUTOR IVAN PINHEIRO,-46.6532002308245,-23.46838853418581
"TERM. SANTANA , 0",EZEQUIEL FREIRE/ AV CRUZEIRO DO SUL,-46.62448008921195,-23.50273876482514
"R. CEL. MEIRELES , 33",AV AMADOR BUENO DA VEIGA/ R VALDEMAR,-46.535185297565356,-23.523027006831107
"AV. MAL. TITO , 5955",AV ITAIM / R MANUEL MARTINS DE MELO,-46.3900338936582,-23.49392052134924
"R. MANUEL DE MATOS GODINHO , 182",LUIZ PERASSA SOBRINHO / R. SAMPEI SANTO,-46.48513474953678,-23.487366087759966
"TERM. STO. AMARO , 0",,-46.710884810126494,-23.654261085333594
"AV. DR. JOSÉ ARTUR DA NOVA , 1746",MANUEL DOS REIS/ R ANTONIO DE PADUA E CASTRO,-46.43069426017242,-23.481780317115607
"TERM. V. PRUDENTE CENTRAL , 0",,-46.583590053711355,-23.58446999665121
"R. UMBERTO RAVELLO , 265",ANTÔNIO PROST RODOVALHO NETO,-46.73769998834547,-23.82850946766953
"AV. ENG. CAETANO ALVARES , 5571",MACEDO BITENCOURT/ R NABUCO DE ARAUJO,-46.63621312850748,-23.483219652953053
"AV. MAL. TITO , 1206",INHABATA/ R CHIPUE,-46.4348063006474,-23.495268326502714
"R. DR. ROBERTO FEIJÓ , 171",UA JOSÉ DOS REIS,-46.5808330283432,-23.586317006070036
"AC. AREA DE APOIO BANDEIRANTES , 0",,-46.69179831080452,-23.59661387403389
"R. RECIFE , 51",ua Minas Gerais / Rua Bahia,-46.81013326861229,-23.43565691528613
"R. ROIZ BARROS , 256",EMEF CECILIA MEIRELES,-46.52744816614639,-23.50251899048571
"R. CANHOBA , 755",DEDALION/ R FIORELLI PECCICACCO,-46.73686659930574,-23.405300902135586
"AV. VINTE E TRÊS DE MAIO , 0",CAMPO VALERO/ R CORONEL OSCAR PORTO,-46.64521375272918,-23.577581843582692
"R. SOARES AVELAR , 1024",JULIO CESAR ROCCA/ R ABRAAO MIGUEL DO CARMO,-46.634446936548976,-23.63036395557969
"R. ANTÔNIO LOBO , 0",RODOVALHO JUNIOR/ R PADRE BENEDITO DE CAMARGO,-46.54601641237299,-23.524621984187988
"R. TAMOIOS , 650",UA CARLOS PINTO ALVES,-46.66219832066007,-23.63192189501818
"TERM. STO. AMARO , 0",TR JURCI SOARES SEBASTIAO/ R HUMBOLDT,-46.712291819088485,-23.65430709076297
"R. BENEDITO SCHUNCK , 0",MARIA JOSE ANTONIO/ R SAO SILVESTE,-46.76790005005686,-23.87336951145276
"R. RUBENS DE OLIVEIRA , 258",UA FRANCISCO INÁCIO SOLANO,-46.6648255080205,-23.744693122018642
"R. VIRGÍNIA FERNI , 270",OLIVEIRA BRANDAO/ R ROBERTO MEDEIROS,-46.43881840989792,-23.547768407995786
"R. INÁCIO MONTEIRO , 600",UA DR.  GUILHERME DE ABREU SODRE,-46.41090117059089,-23.564305566886247
"R. MONTE PASCAL , 67",BRIG. GAVIÃO PEIXOTO,-46.720091028624,-23.521276678055177
"AV. PROF. LUIZ IGNÁCIO ANHAIA MELLO , 7200",JANUARIO CICCO/ R CIRIACO CARDOSO,-46.532388476877344,-23.59892513901186
"R. ADÃO GONÇALVES , 249",MESA DA CONSCIÊNCIA,-46.75579523974051,-23.51066061734935
"R. PIERRE JANNSEN , 419",MAX PLANCK/ R AUGUSTIN LOUIS CAUCHY,-46.47879975469302,-23.52927919497011
"AV. PRES. ALTINO , 758",PC JOAO DE DEUS VERAS/ PC HENRIQUE DUMONT VILLARES,-46.74932241814057,-23.5489587851585
"R. ANTENAS , 209",LOURENCO DE BARROS/ R VIANA DO CASTELO,-46.56289088417285,-23.606117080090453
"R. FIRMINÓPOLIS , 1493",ACESSO A RUA MATIMPERERE,-46.69120147116136,-23.451872349304534
"AV. ARATAS , 1335",MAIRI/ AL DOS ARAES,-46.65603212722603,-23.6151418813467
"R. PAULO AVELAR , 340",MANAGERU,-46.60717789155074,-23.49327177113427
"ESTR. DE ITAPECERICA , 5114",DOMINGOS PEIXOTO DA SILVA/ R PARTICULAR DOIS,-46.77714925285854,-23.66035136604547
"R. LUÍS JOSÉ JUNQUEIRA FREIRE , 391",AV JOAO PAULO PRIMEIRO/ R SONHOS D OURO,-46.682715491646654,-23.47282448941405
"R. DR. DJALMA PINHEIRO FRANCO , 76",AV SANTA CATARINA,-46.66309144667175,-23.64872592057633
"AV. SADAMU INOUE , 6479",UA TOMAZ SANDRINO,-46.7357429073641,-23.82282345506961
"AV. ANTÔNIO BARBOSA DA SILVA SANDOVAL , 485",HUMBERTO DELLA SANTA/ R JAYME WALDEMIR DE MEDEIROS,-46.705438175822884,-23.693702150210232
"R. CHUBEI TAKAGASHI , 4",UA PAULO GRACINDO / RUA ARATURE,-46.426626324147094,-23.567671500958962
"AV. JOÃO PAULO DA SILVA , 371",UA INACIO DE ALMEIDA ARRUDA,-46.695037124236705,-23.694714112189192
"AV. MOFARREJ , 1130",,-46.74458428358303,-23.532416714814314
"R. AMARO GOMES , 0",MARCELINO LEITAO DE OLIVEIRA/ R DUARTE RAMOS FURTADO,-46.770406900362616,-23.720759430377
"R. S. SALVADOR DA TORRE , 422",MATOS DE CARRICO/ R DIOGO DE TORRALVA,-46.67825866005602,-23.74894416377139
"R. JORN. JOSÉ LEITE PINTO , 259",ua Amadeu da Silva Samelo,-46.765928018893995,-23.631710186359143
"AV. HUMBERTO GOMES MAIA , 321",JOAO ISIDORI/ EST LAZARO AMANCIO DE BARROS,-46.6969605667844,-23.464694413904837
"R. ALENCAR ARARIPE , 1270",UA SANTOS PRADO,-46.596644372718856,-23.61872702299071
"AV. LÍDER , 1741",Virginia Augusta Miguel / Rua Conde de Avilez,-46.478305794451195,-23.55609624357357
"R. DA. ANA NERY , 929",CESARIO RAMALHO/ R VICENTE DE CARVALHO,-46.617216338854476,-23.562150882012592
"R. ALEXANDRE ARTOT , 335",,-46.45340967779757,-23.632158492607594
"PÇA. CIRO PONTES , 0",BRESSER/ R TAQUARI,-46.600025095165,-23.552090904802665
"R. BISPO E MARTINS , 0",MARIA LUCIA PETTIT/ R SALESOPOLIS,-46.49443582510333,-23.48159703356165
"AV. MONTEMAGNO , 2811",PEDRO LAROCHE/ TR ANTONIO LUIS,-46.539058485406606,-23.5735150817672
"R. PIRAQUARA , 336",IBIRANHAEM/ R PARATIBA,-46.48397680116968,-23.528237170094556
"R. S. SERAPIÃO , 284",ADOLFO RODRIGUES DA SILVA/ R ITINGUCU,-46.49987494954508,-23.528435099650693
"AV. MARIA LUIZA AMERICANO , 810",JERONIMO DE ABREU DO VALE/ R VERISSIMO DA SILVA,-46.48087884499281,-23.57189825889921
"AV. COM. MARTINELLI , 342",,-46.69057774163421,-23.512132666993665
"TERM. METRÔ TATUAPÉ (LADO SUL- SHOP. TATUAPÉ) , 0",,-46.576378788511505,-23.54094394087263
"R. RIBEIRO LACERDA , 592",FONSECA DA COSTA/ R LUSTOSA DA CUNHA,-46.62399373083039,-23.618694960277253
"ROD. RAPOSO TAVARES , 0",NORONHA SANTOS/ AV ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,-46.76697475511904,-23.584840965962357
"R. NAZARETH PAULISTA , 334",RAUL ADALBERTO DE CAMPOS/ R MADRE MARIA ANGELICA REZENDE,-46.699589030805825,-23.54565375201919
"R. COSTA BARROS , 144",DOUTOR VICENTE GIACAGLINI/ R NOVA IGUACU,-46.564183868393116,-23.59745606289556
"AV. QUEIROZ FILHO , 1205",Parque Villa Lobos,-46.73036423375654,-23.54169374919919
"R. LAGOA DA TOCHA , 199",TV. JOSÉ MIRANDA DA SILVA,-46.70348676438236,-23.74432323625244
"AV. GUAPIRA , 2423",PE. LUDOVICO ZANOI/ R ELIZA TEIXEIRA DE BARROS,-46.58471461688013,-23.468820733132173
"AV. SAPOPEMBA , 6495",ANTONIO DE PAULA SOUZA/ R NICOLA FARELLI,-46.532521449612254,-23.58836412140717
"R. ITAPICURU , 613",MINISTRO GODOI/ R DOUTOR FRANCO DA ROCHA,-46.6700237354521,-23.534468721076212
"TERM. V. PRUDENTE - SUL , 0",,-46.583733058464965,-23.58517099748045
"AV. DIÓGENES RIBEIRO DE LIMA , 1658",UA MURAJUBA,-46.71510713865716,-23.54457875444551
"AV. STO. AMARO , 4673",JOAQUIM NABUCO/ R PASSAROS E FLORES (B/C - Parada 2),-46.685898454169504,-23.62405392413373
"AV. GUARAPIRANGA , 3450",,-46.75160436069354,-23.685618317638315
"AV. PAULO GUILGUER REIMBERG , 1390",UA ANTÔNIO BURLINI - SENTIDO C/B,-46.70523612867918,-23.77409429573803
"AV. ADELINA ABRANCHES , 73",GONZALO BERCEO/ R ALVARO ABRANCHES,-46.68187796330915,-23.772742224710512
"AV. WALDEMAR CARLOS PEREIRA , 482",ANTONIO JUVENAL/ AV DALILA,-46.52108820383743,-23.54361107417891
"R. AMÉRICO BRASILIENSE , 1377",BENTO BARBOSA/ R PIRES DE OLIVEIRA,-46.70045260444064,-23.632581988004407
"R. JOSÉ MARIA PINTO ZILLI , 748",ua João Simões de Souza,-46.74620182875396,-23.62112908219148
"R. JOÃO TEODORO , 1331",BARAO DE LADARIO/ R RODRIGUES DOS SANTOS,-46.62003622452165,-23.535305830385514
"R. DR. GUILHERME DE ABREU SODRE , 740",UA MAR JÔNIO,-46.41033617130482,-23.568705578021355
"AV. DA BARREIRA GRANDE , 1156",ACARON/ R ARAMBARE,-46.52444034312314,-23.58505313478788
"R. FIORELLI PECCICACCO , 79",PC TEN. JOSE ALBERTO PECCICACCO/ R CANHOBA,-46.73613959371974,-23.40518390397414
"AV. ANACÉ , 342",FLAMA/ R OCAPEGUARA,-46.75718289289353,-23.619829106510878
"AV. PE. ORLANDO GARCIA DA SILVEIRA , 288",JOAO MAURICIO DA COSTA JUBIM/ R ARMANDO AUGUSTO LOPES,-46.68061746839253,-23.470994482885352
"TERM. METRÔ ITAQUERA PL. C , 0",,-46.471080704404066,-23.542580252784497
"TERM. PARQUE DOM PEDRO II - PLAT 02 , 0",AV DO ESTADO/ VDTO ANTONIO NAKASHIMA - (PMV - 16),-46.630341403217976,-23.547490827203593
"AV. MATIAS BECK , 382",PAULO BUENO/ R FRANCISCO BARRETO,-46.68955529906952,-23.712351126746963
"R. BENJAMIN CARR , 87",JOAO DA PRAIA/ R GENOVA,-46.51331122829046,-23.594068175484228
"AV. VAUTIER , 641",CONSELHEIRO DANTAS/ R ITAQUI,-46.62093120211504,-23.52949881850493
"R. S. FELICIANO , 248",TEIXEIRA DE MACEDO,-46.69137158999708,-23.4807675209673
"R. ARICANGA , 938",ILHA DOS RATONES / R DOMINGUES VIDIGAL,-46.41159509421957,-23.504327446535672
"R. MIN. CARVALHO MOURÃO , 96",UA IZIDORO ORTIZ,-46.57132655494897,-23.49246385611561
"AV. PROF. HERMÓGENES DE FREITAS LEITÃO FILHO , 4971",UA AMARO ALVES DO ROSÁRIO,-46.714656630744216,-23.81122238568368
"R. NILZA , 763",ANTONIO LAMANNA/ R MAJOR ANGELO ZANCHI,-46.517910135767295,-23.528825056992268
"R. NIEMEYER , 0",DA PONTE RASA/ R JAPACARI,-46.490629833807574,-23.51104911120644
"R. TOBIAS BARRETO , 664",ANTONIO ROCCO/ R JOAQUIM LOPES FIGUEIRA,-46.590407988815116,-23.552043926953782
"AV. CORIFEU DE AZEVEDO MARQUES , 4545",AV ESCOLA POLITECNICA/ AV DOUTOR CANDIDO MOTA FILHO,-46.74876146773239,-23.557941822913776
"TERM. PIRITUBA , 0",AV DR. FELIPE PINEL/ TERMINAL PIRITUBA,-46.7269438908604,-23.48679350652321
"R. USHIKICHI KAMIYA , 317",UA ANTÔNIA VIEIRA RESTOLHO,-46.591731607459536,-23.442553609363703
"AV. AFONSO LOPES DE BAIÃO , 877",TV. MARIA ELIZA GOMES DE ABREU,-46.448405430660564,-23.502592281517003
"R. CHUBEI TAKAGASHI , 25",Oposto a Fundação CASA,-46.42717032741887,-23.566370496002172
"ESTR. MANOEL DE OLIVEIRA RAMOS , 298",ESTADO DO ESPIRITO SANTO/ R ESTADO DO MATO GROSSO DO SUL,-46.3813359134845,-23.582149739272875
"R. JANUÁRIO DA CUNHA BARBOSA , 496",JANUARIO DA CUNHA BARBOSA/ R DOS MILAGRES,-46.77837312583817,-23.636509249214786
"ESTR. DE ITAPECERICA , 7762",AV ANDORINHA DOS BEIRAIS/ R TAJAL,-46.79384451849205,-23.677477478358806
"R. GURINHÉM , 92",CACHOEIRA DO ARARI/ AV CONCEICAO,-46.595101795623656,-23.49925482448416
"AV. GUILHERME DE ALMEIDA , 119",MANUEL ANTONIO FONSECA,-46.68140146004117,-23.467387460958108
"ESTR. DO SABÃO , 1152",DOMINGOS FRANCISCO LISBOA/ R DR. MOACIR CESTARI,-46.69839660866161,-23.472193457106837
"TERM. VILA NOVA CACHOEIRINHA , 0",AV INAJAR DE SOUZA/ TERMINAL VILA NOVA CACHOEIRINHA,-46.670095405099204,-23.47534552585018
"R. DA CONSOLAÇÃO , 0",,-46.64173652936982,-23.54781780157236
"R. ANA CLARA , 708",UA FRANCISCO BUENO LUIS,-46.52724144731893,-23.612402172945256
"R. ELOY DOMINGUES DA SILVA , 592",ALFREDO HANISCH/ R JACO GUILGER REIMBERG,-46.71802788067021,-23.83035842523636
"R. PERO CORREIA , 779",ANDRONICO/ R CORREIA GALVAO,-46.62201751648895,-23.58449490825181
"AV. PE. PEREIRA DE ANDRADE , 100",BAICURI,-46.71998213364925,-23.538061734342772
"AV. PABLO CASALS , 406",PRACA JOSE MOREIRA DUARTE/ R JOSE DE ANDRADE MORAES,-46.759806591411454,-23.56538386552845
"AV. DR. GASTÃO VIDIGAL , 2161",AROABA/ R HELIOPOLIS,-46.73324821680643,-23.535456726512198
"R. MARGARIDA IZAR , 222",NATAL PIGASSI/ R MARIO VAZ,-46.75433075284821,-23.59931000899052
"R. EDUARDO SALAMONDE , 44",LUIS DE TOLEDO PIZA/ AV MARIA LUIZA AMERICANO,-46.47627579724507,-23.56942327580987
"R. ANACLETO FERNANDES , 26",FIRMINIANO CARDOSO/ R FAUSTINO PAGANINI,-46.531788224497284,-23.5088159909136
"AV. CARLOS ALBERTO BASTOS MACHADO , 6",PC PROFESSOR LUIS PEREIRA NETO/ R SAMUEL KHURI,-46.69612600673843,-23.768715258860013
"R. ALBERTO ANDALÓ , 87",PÁDUA DUTRA,-46.688336574627066,-23.482754537438602
"R. CINIRA POLÔNIO , 371",SEVERINO DE FREITAS PRESTES/ TR FRANCISCO DE NORONHA,-46.45877972124853,-23.626547456999106
"AV. GEN. EDGAR FACÓ , 1096",DR. HEITOR NASCIMENTO/ R STA ROMANA,-46.707306781281325,-23.496961599186484
"AV. PROF. LUIZ IGNÁCIO ANHAIA MELLO , 8480",DONA CARMELA/ R NASSIOSENO GOMES BARBOSA,-46.51956332575382,-23.602774175122647
"R. JOSÉ ANTÔNIO FONTES , 247",CAROLINA MARIA DE JESUS/ TR DOLORES LIMA,-46.52431637379983,-23.598000156271162
"R. MERCEDES LOPES , 268",MARCELO CARBONE/ R VALDEMAR,-46.53152625221284,-23.519976010279695
"R. ELZA DOS ANJOS NEVES , 354",VEL G/ VEL H,-46.49243794254944,-23.564810193928377
"R. JANNART MOUTINHO RIBEIRO , 142",PROF.  ÂNGELO MAZZA,-46.74881007563399,-23.490000500087863
"R. ITAIPAVA , 1",,-46.695042552812694,-23.464817418561893
"AV. MARIA LUIZA AMERICANO , 2135",FERNANDES TENORIO/ AV DOUTOR FRANCISCO MUNHOZ FILHO,-46.47476677370511,-23.56378727299592
"R. JOSÉ FÉLIX , 199",ua Alves dos Santos/Rua José Félix,-46.75206779715946,-23.609354047602054
"R. COM. ELIAS ZARZUR , 46",UA ISABEL SCHMIDT,-46.70233174064807,-23.65167904613414
"TERM. CIDADE TIRADENTES , 0",,-46.40770816605651,-23.5830956181169
"AV. MAZZEI , 118",SALVADOR BICUDO/ R CLAUDINO INACIO JOAQUIM,-46.60745285093458,-23.47878570956743
"R. CANUTO LUIZ DO NASCIMENTO , 319",UA TARCILIA MONTEIRO,-46.752942074547555,-23.655154247598077
"AV. ÁLVARO RAMOS , 1145",VILA GONCALVES/ R TOBIAS BARRETO,-46.58420789744691,-23.546756932457253
"R. DO MANIFESTO , 2423",DOIS DE JULHO/ R LIMA E SILVA,-46.599941300987474,-23.594915976239786
"AV. TRUMAIN , 522",AV FLOR DE VILA FORMOSA/ R NOVA TRENTO,-46.536560435313476,-23.56623007555067
"AV. PRES. JUSCELINO KUBITSCHEK , 53",DOUTOR RENATO PAES DE BARROS/ AV SANTO AMARO,-46.67153809710634,-23.58557181445569
"AV. LUÍS FERREIRA DA SILVA , 1240",UA PRINCESA MARIA PIA,-46.55452867546664,-23.57617005019855
"R. SIBILA , 153",TIBURCIO DE FREITAS/ R ANTONIO RIBEIRO BAIAO,-46.52255338278272,-23.610735181128078
"R. DOS TÊXTEIS , 1743",EULALIA DE FREITAS/ R JOSE ROMEIRO,-46.40074711707399,-23.596092676039728
"AV. DR. CHUCRI ZAIDAN , 246",UA EVANDRO CARLOS DE ANDRADE E AV. MORUMBI,-46.69713147740457,-23.616463936054963
"AV. BENTO GUELFI , 0",AV. RAGUEB CHOHFI /RUA MENDONÇA ARRAIS,-46.434819445848376,-23.597564518582224
"R. CRISTOVÃO DE CAMARGO , 777",JOAO BELEM/ R TUCANOS,-46.52165912565878,-23.508547014223257
"AV. MAL. TITO , 5627",ESTEVAO RIBEIRO GARCIA/ R ANTONIO NUNES PINTO,-46.39142490554485,-23.49549351816297
"R. ATUAI , 33",AV AMADOR BUENO DA VEIGA,-46.530520248326816,-23.522295016523266
"R. DOS TÊXTEIS , 3667",UM/ R DANTE ALDERIGO,-46.39638906689574,-23.589718683990327
"R. BETARI , 573",MATUSALEM MATOSO/ PC JORN ALEXANDRE KADUNE,-46.545315420483,-23.529481993973075
"R. CARLOS AFRÂNIO DA CUNHA MATOS , 180",AV. RAIMUNDO PEREIRA DE MAGALHÃES,-46.72633089786,-23.48945652583083
"R. TIJUCO DA SERRA , 14",ANTIPODAS/ R POLINESIA,-46.77338070490518,-23.703097422424197
"R. SEVERIANO CARDOSO , 220",ANDRE SOARES/ R CROMOS,-46.78981429285967,-23.653604379579892
"AV. RAIMUNDO PEREIRA DE MAGALHÃES , 5893",FRAGARIA ROSEA/ AV MENOTTI LAUDISIO,-46.72442484677517,-23.48121947174649
"R. S. JOÃO DA BOA VISTA , 8",MARIA DE ROHAN/ R COMENDADOR ARTUR CAPODAGLIO,-46.647656477392005,-23.67819400957581
"R. S. FILIPE NERI , 360",UA SANTO ANDRÉ CORSINI/RUA SÃO SIMPLICIO,-46.572836426763814,-23.435358646687146
"AV. MUTINGA , 3085",CEL. AUGUSTO MACHADO/ R ERVA CIDREIRA,-46.75112810156865,-23.491683509883647
"AV. KEMEL ADDAS , 961",THYRSO BURGOS LOPES/ R DESEMBARGADOR ISNARD DOS REIS,-46.36673968318928,-23.506107648138837
"R. RIBEIRO DUARTE , 556",PROFESSOR MENDES PIMENTEL/ R LIBERATO BARROSO,-46.48175492933144,-23.61752333201509
"AV. INCONFIDÊNCIA MINEIRA , 89",ARAGUACI/ R PADRE JOSE CARLOS CORREIA TOLEDO,-46.51980128597235,-23.58453014474232
"R. JARDIM TAMOIO , 460",JOSE ARIZA/ R FOLHAS CAIDAS,-46.440754438583795,-23.55476941215917
"AV. BRIG. FARIA LIMA , 682",BALTAZAR CARRASCO/ R CRISTOVAO GONCALVES,-46.695023123184484,-23.56479679932541
"ESTR. DE ITAPECERICA , 5760",CELAVISA/ R FOLHA CHEIROSA/CAIXA ECONOMICA/,-46.78223330415911,-23.663982405189905
"R. ACÁCIO FONTOURA , 96",ANDRE BELY,-46.71661269335243,-23.731423257393608
"R. PROF. MELLO MORAES , 0",PC PROFESSOR REINALDO PORCHART/ R DO ANFITEATRO,-46.712991244831294,-23.563660813252234
"R. RIO VERDE , 2186",BALDASSARE ESTENSE,-46.71495281506138,-23.49082755006755
