pt_nome,pt_enderec,longitude,latitude
"R. CONS. FURTADO , 256",SANTA LUZIA/ R DOS ESTUDANTES,-46.63342948198183,-23.55518283304951
"R. LUIZ SERAPHICO JUNIOR , 300",ua Luis Correia de Melo,-46.71477371375372,-23.635344040809546
"AV. JOÃO DIAS , 375",CONDE DE ITU/ R DOUTOR VITO ROLIM DE FREITAS,-46.70490371900052,-23.64587503923769
"AV. ENG. QUEIROZ TELLES , 116",JOSE CUSTODIO DE LIMA/ R EUZEBIO DE PAULA MARCONDES,-46.78002779780111,-23.576302942789532
"R. LUÍS DE OLIVEIRA BULHÕES , 741",ANTONIO SIMPLICIO/ R MARIO SARDELLI,-46.60754276868529,-23.45093859190204
"AV. RICARDO JAFET , 1833",VERGUEIRO,-46.62059453995186,-23.591920923846327
"R. PARAPUÃ , 1096",BR DE S.ANGELO,-46.69048356007711,-23.475083488707607
"AV. ENG. HEITOR ANTÔNIO EIRAS GARCIA , 2269",PC DA FAMILIA/ R AMALIA DE OLIVEIRA VARGAS,-46.751943646129334,-23.58407593837049
"AV. FELIPPO STURBA , 1097",ES TRES (P. MORRO DOCE-ANH),-46.79268820421295,-23.44791407252643
"R. ALFREDO ROMEA , 143",,-46.749837840258635,-23.437684101106825
"AV. MIGUEL ESTEFNO , 2180",MANUEL PIRES/ R CESAR BATISTA,-46.62769185475114,-23.631970973621158
"R. SG. GERALDO SANT´ANA , 1000",ENG. Alyrio Hugueney de Mattos,-46.68236269600198,-23.66341399758049
"R. SALVADOR DE MEDEIROS , 413",,-46.44240136796269,-23.49100628422681
"R. CLÉLIA , 93",TURIASSU/ R BARAO DO BANANAL,-46.683677775880355,-23.525209700761327
"AV. DO ESTADO , 5854",UA DONA ANA NÉRI,-46.61547130229511,-23.5589948807456
"AV. D. HELDER CÂMARA , 390",DONA JOAQUINA SANTANA/ R DONA CECILIA SANTANA,-46.51664409612222,-23.517007040196727
"R. CIPRIANO BARATA , 2261",LUCAS OBES/ R ALMIRANTE LOBO,-46.60529834076822,-23.589618955158
"AV. MIGUEL IGNÁCIO CURI , 0",AV MIGUEL IGNACIO CURI/ AV ENGENHEIRO ARDEVAN MACHADO,-46.46205462456985,-23.54555929878386
"R. UM , 31",UA JAPICHAUÃ,-46.4668495820256,-23.483263159567585
"R. CEL. JOSÉ VENÂNCIO DIAS , 584",FAZENDA MONTE ALEGRE/ R CASPARINO DE QUADROS,-46.76082313533349,-23.482853427949106
"AV. CORIFEU DE AZEVEDO MARQUES , 4284",MARIA DA ANUNCIACAO OLIVEIRA/ AV ESCOLA POLITECNICA,-46.747489469469976,-23.559770829594488
"R. ENG. DOMICIO DE L. PACHECO E SILVA , 209",MOACIR BONATTI,-46.68105888678479,-23.68181603128189
"AV. DEP. CANTIDIO SAMPAIO , 789",DR. COUTO DE BARROS,-46.676619436229885,-23.4705514879028
"AV. RUBEM BERTA , 1111",AL DOS CAMAIURAS/ AV INDIANOPOLIS,-46.65248103336529,-23.607745877189807
"ESTR. DA BARONESA , 50",DO CROMATISMO/ R DO CONTRAPONTO,-46.76239650398792,-23.692048368011907
"R. LOPES DE CASCAIS , 120",JESUINO MARCONDES/ R DOUTOR LOURENCO DE MENDONCA,-46.39495997818963,-23.532608576847664
"R. SG. HERMÍNIO AURÉLIO SAMPAIO , 490",TRAVESSA MAR DE MÁRMORE,-46.49421404975779,-23.61745827278209
"R. ABEL TAVARES , 513",AV ABEL TAVARES/ AV DUILIO LENARDUZZI,-46.470010620468024,-23.494448170021624
"AV. MIN. PETRÔNIO PORTELA , 0",RENE DE CASTRO/ VE ROBERTO MACHADO,-46.70338374878252,-23.496573601179005
"AV. JOÃO CARLOS DA SILVA BORGES , 0",PC MONSENHOR FRANCISCO CIPULLO/ R VISCONDE DE TAUNAY,-46.711972708517244,-23.637318037935945
"AV. S. MIGUEL , 4035",CORONEL DRAGO/ R BARRA DA FIGUEIRA,-46.494552865504076,-23.508402089477855
"AV. ENG. LUIZ CARLOS BERRINI , 642",TAPEROA/ R QUINTANA,-46.69214135147378,-23.60240488887435
"R. DO ORFANATO , 974",DOUTOR SANARELI/ AV VILA EMA,-46.57674094399902,-23.577836001496163
"AV. MAL. TITO , 2253",ANGELINA FALBO/ R ROQUE PEZZO,-46.424109203162296,-23.49451037207217
"R. DOURADOQUARA , 77",UA DOM GREGORIO DOS ANJOS,-46.501561087872346,-23.596600207035628
"PÇA. PALMARES , 0",ATILIO SELVA/ R ALFREDO JOREL,-46.613785799065255,-23.6571340463592
"AV. SEN. JOSÉ ERMÍRIO DE MORAES , 1230",ALAGOA DA ROCA/ R BIRIRICAS,-46.613545804008595,-23.44536454858588
"PÇA. VINTE E CINCO DE NOVEMBRO , 560",UA DR. JOY ARRUDA,-46.71530975759281,-23.47683745700693
"R. MANUEL RODRIGUES SANTIAGO , 89",Próximo a Rua Itajuíbe,-46.380246816918145,-23.513449603602947
"AV. PE. ARLINDO VIEIRA , 3307",AV JOSE CAETANO DA ROCHA/ R FREDERICO BARTHOLDI,-46.609179677547075,-23.646236039179765
"R. PARMA , 68",AVENIDA MAESTRO VILLA LOBOS/RUA PAULO DE FARIA,-46.599863778538605,-23.47769972565053
"AV. DO ESTADO , 7634",PAULO BARBOSA/ R GUARDA DE HONRA,-46.60456124942035,-23.573049929341888
"AV. DAS CEREJEIRAS , 1701",PÇA.   MIKADO,-46.576730635196895,-23.50273387562148
"EST. METRO DOM PEDRO II , 5000",5000 - ESTACAO METRO D. PEDRO BC,-46.62712238668458,-23.55075984010973
"AV. CARLOS BARBOSA DOS SANTOS (ESTR. BARRO BRANCO) , 539",UA ALFRED ADLER,-46.669206742615394,-23.760841161216394
"R. PE. JERÔNIMO MACHADO , 61",PE.  JOSE VIEIRA DE MATOS,-46.48176880535692,-23.54306820548073
"R. CEL. JOSÉ VENÂNCIO DIAS , 261",CEL. JOSE VENANCIO DIAS/ R ANA LUISA MOREIRA,-46.75792210915332,-23.48206042611815
"AV. FELICIANO CORREIA , 428",UA DJALMA PESSOLATO,-46.690211194986134,-23.703199110763425
"AV. BOSQUE DA SAÚDE , 1058",TRAITUBA/ R CURUCAIA,-46.62871275699171,-23.612457939218807
"R. MALMEQUER DO CAMPO , 172",EST DA BARROCA FUNDA/ R SOVERAL,-46.4582616426999,-23.57973137693017
"AV. PE. JOSÉ MARIA , 1145",AV DAS NACOES UNIDAS/ R ENGENHEIRO FRANCISCO PITTA BRITO,-46.718058861728714,-23.65543211608501
"R. ALEXANDRE ALGARDI , 213",CAMPOS ELISIOS/ R CLARETIANA,-46.75556594545598,-23.63053414931435
"R. MACHADINHO , 312",TERREIRO DO POLE/ R TRIPLICE ALIANCA,-46.59435564465005,-23.4477686214046
"R. VITANTÔNIO MASTROROSA , 93",GERALDO MARINO / R MARIA ANTONINI - OPOSTO AO 42,-46.69248348894504,-23.45389935837461
"TERM. CAPELINHA - PLAT. 3 , 0",JOAO FRANCISCO DELMAS/ AV CARLOS CALDEIRA FILHO,-46.7622241294553,-23.654777281171885
"R. BUENO DA RIBEIRA , 145",VICENTE ANTONIO DE OLIVEIRA/ R PONTA DA MANDANHA,-46.720924754634545,-23.46629037597344
"R. PROF. NELSON DE SENA , 485",ua Frei Tiago de Cavedine,-46.652610379178114,-23.6610509644444
"AV. MARIA CURSI , 53",JOAO BATISTA BIANCHI / R ANDRE DE ALMEIDA,-46.47558183610506,-23.597102326528834
"AV. DR. PEREIRA VERGUEIRO , 634",SATURNINO DE SOUSA/ R MACIEL MONTEIRO,-46.49340391499199,-23.543416153685783
"R. MTO. JOÃO GOMES DE ARAÚJO , 138",TR ROZARIA AMANCIO DO NASCIMENTO/ AV AGUA FRIA,-46.62306901990547,-23.487034704408984
"R. MARIA EUGÊNIA CELSO , 248",PADRE MIGUEL DE CAMPOS/ R PEDREIRA DE MAGALHAES,-46.485665842317026,-23.54332918837656
"R. HENRIQUE SAN MINDLIN , 567",ALCIDES DE PAIVA MONTEIRO/ R ROSARIO SCAMARDI,-46.778852443135776,-23.67874941871645
"AV. CARLOS LACERDA , 2877",OLIMPIO TELES DE MENESES/ R MARIA GOMES DA SILVA,-46.7766622268798,-23.65628534359557
"AV. DO ANASTÁCIO , 431",LUIS FILGUEIRA SOUTO/ R PROF BENEDITO ALARICO DE C. BORELLI,-46.73358902943595,-23.504589609867125
"R. STA. RITA , 56",BRESSER / R. JOÃO BOEMER,-46.61256213601928,-23.533409844433056
"PÇA. DA REPÚBLICA , 0",AV IPIRANGA/ R ARAUJO,-46.6440515347793,-23.54461579085341
"R. EUGÊNIO GUIDUGLI , 30",ua Domingos Rinaldelli,-46.68386662209929,-23.74272516894353
"R. DO LAVAPÉS , 544",SCUVERO,-46.62775745603504,-23.561720857054123
"TERM. STO. AMARO , 0","AV. PADRE JOSÉ MARIA, 400 - SANTO AMARO",-46.71328582583674,-23.654405094802947
"R. JOÃO ANTUNES DOS REIS , 504",PAULO DE MORAIS/ R CARLOS ANTONIO MARINI,-46.60956860831698,-23.631664014533747
"R. DR. RAFAEL DE ARAÚJO RIBEIRO , 1378",FRANCISCO DA CUNHA MENEZES/ R MADEIRENSE,-46.74402884373939,-23.44764419144919
"AV. WILHELM FRIEDRICH LADWIG , 646",FRANCISCO DE ABREU/ R ESTEVAO KALTENBACHER,-46.76657033708122,-23.67613336604733
"R. ANORIAÇU , 0",GENERAL JERONIMO FURTADO/ R SEM DENOMINACAO,-46.57133948426876,-23.463792753788404
"C10 TAMANDUATEÍ - SÃO CAETANO , 0",SERAFIM CONSTANTINO,-46.57059899860256,-23.610321069173864
"R. CARDOSO DE ALMEIDA , 945",JOAO RAMALHO/ TR JENO CHRISTIANO ROLFSEN,-46.669325762020165,-23.53909272925216
"TERM. CIDADE TIRADENTES , 0",AV NAYLOR DE OLIVEIRA/ AV DOS METALURGICOS,-46.40761316551397,-23.583361619075827
"R. PEDRO FACHINI , 261",AURIVERDE/ R ROBERTO KOCH,-46.59322921398977,-23.594045990251022
"R. SEVERINO SOUTO MAIOR , 86",AV LUIZ JOSE COSTA LEANDRO/ R DOIS,-46.40375315710845,-23.604413678062965
"R. USHIKICHI KAMIYA , 703",ESTRADA DE FURNAS/ RUA UM,-46.58858257756329,-23.441533615939587
"AV. BRIG. LUÍS ANTÔNIO , 4008",PRAÇA PASTOR RUBENS LOPES,-46.661038947433745,-23.57870280930277
"R. CAP. MOR AGUIAR ALTERO , 174",CAP. PEDRO CAPICO/ R CAP-MOR. RODRIGUES DE ALMEIDA,-46.7501482316201,-23.516671647114052
"AV. GUARAPIRANGA , 387",JAPU/ R CININGA,-46.734743094446436,-23.67195123030693
"R. VALE DO SOL , 105",UA PRAIA DO PARAÍSO ( RUA OITO) - OPOSTO,-46.7086215772237,-23.446404272253808
"AV. CACHOEIRA DO CAMPO GRANDE , 149",UA LORENZO FIORENTINI,-46.39707606600398,-23.584075669638864
"AV. PAULO NUNES FÉLIX , 187",VEL SETE/ VEL OITO,-46.4760608823245,-23.62244336739921
"R. STA. EUDÓXIA , 368",JOSE DE OLIVEIRA/ R FRANCISCO DIOGO,-46.65359534901677,-23.49992669145362
"R. MANUEL BENICIO , 380",MARTINO AROSIO/ R MENANDRO BARRETO,-46.75239684543581,-23.43480907189322
"ESTR. ENG. MARSILAC , 2156",SONIA/ EST DO TAQUARAL,-46.74052323413408,-23.841969476571112
"R. FELIPE CARDOSO DE CAMPOS , 195",HORACIO CARTIER/ R SEM NOME,-46.75404668700511,-23.39852678619209
"AV. IMPZ. LEOPOLDINA , 1434",BRENTANO/ R HELIOPOLIS,-46.72873417203807,-23.533703719855442
"R. ROSA MENDES , 0",,-46.49740389230917,-23.508684077450837
"AV. CDSSA. ELISABETH DE ROBIANO , 0",JUVENAL GOMES COIMBRA/ PTE PRESIDENTE JANIO QUADROS,-46.59676195012208,-23.52904287360516
"AV. DEP. CANTIDIO SAMPAIO , 6419",MORRO DE SAO SEBASTIAO/ R FRAGATA CONSTITUICAO,-46.71487157827357,-23.4359531870428
"M05 ADOLFO PINHEIRO - ALTO DA BOA VISTA , 0",,-46.699735659220885,-23.64167200999972
"AV. CIPRIANO RODRIGUES , 127",UA FLORIZA,-46.52161628850904,-23.57648812730309
"R. PROF. NELSON DE SENA , 905",CORONEL TEODORO FERREIRA/ R DIOGO VASCONCELOS,-46.654097419607105,-23.663972965830364
"R. VERGUEIRO , 2418",TERM. ANA ROSA,-46.63790769790924,-23.58284386908558
"R. AURIVERDE , 1417",URUTAGUA/ R LEOPOLDO FIGUEIREDO,-46.588865183400976,-23.599230008850576
"AV. CAMPANELLA , 1034",NOVA PETROPOLIS/ R JOAPITANGA,-46.46503563719699,-23.535974268302226
"R. EURÍDICE BUENO , 33",ua Dr. Roberto Zwicker,-46.69674858313835,-23.46904944092864
"R. REGRESSO FELIZ , 80",IGARAPE ESMERALDA/ R RIO ITAPEMIRIM,-46.405278122424576,-23.567996599976567
"PÇA. TITO PACHECO , 3",AV ESTEVAO DE ALBUQUERQUE/ R JORGE DE AGUIAR,-46.643226457097605,-23.68192802726127
"AV. ENG. CAETANO ALVARES , 2443",GONCALO DE SA/ R JOAO ROMEIRO,-46.66051239434251,-23.49459564809689
"AV. BARUEL , 317",FRANCISCO MARINHO/ PC CRUZ DA ESPERANCA,-46.657973415024884,-23.503843689488665
"M15 VILA TOLSTOI - VILA UNIÃO , 0",,-46.52731741884162,-23.600972154143843
"ESTR. DO ALVARENGA , 1168",PRAÇA DOM LUIS MASCARENHAS,-46.66563991573018,-23.693241004425825
"R. DA MOOCA , 1865",BORGES DE FIGUEIREDO/ R JOAO ANTONIO DE OLIVEIRA,-46.60735819000682,-23.554840892484087
"R. JOAQUIM MARRA , 1480",DOM JOAO MARIA OGNO/ R DOUTOR ULISSES COUTINHO,-46.51872816563336,-23.53808607051394
"R. HAMILTON PRADO , 739",FREI AGOSTINHO DE JESUS/ R LEONETA,-46.537861492926254,-23.580924096761212
"R. REGO BARROS , 45",AV JOAO XXIII/ R AREALVA,-46.52216525954464,-23.561839101871747
"R. MÁRIO LINHARES , 122",VALENTIM DE ABREU / R. ANDRÉ APPIANI,-46.7507789141122,-23.630440134381395
"AV. MIRUNA , 1177",AL. DOS GUAINUMBIS,-46.657587166738956,-23.618062882637854
"AV. PROF. ASCENDINO REIS , 724",PEDRO DE TOLEDO/ R BORGES LAGOA,-46.65132495282131,-23.597494862814013
"AV. LINEU DE PAULA MACHADO , 599",SARABATANA/ PC PROFESSOR CARDIM,-46.702151257199404,-23.57753384156721
"R. FRANCISCO LOTUFO , 24",AMA VILA DAS PALMEIRAS,-46.68548059954611,-23.494474609532862
"AV. INAJAR DE SOUZA , 4770",MARIO DE SA CARNEIRO/ R ANTONIO BOTTO,-46.67042838368972,-23.469138491980306
"R. BORGES , 670",LADARIO/ R PE. AGOSTINHO DE MATOS,-46.60082981102617,-23.485902756559163
"R. VASCO BALBOA , 443",JOÃO ESPARZA / R. ESTEVÃO GASCON,-46.7521068825047,-23.44318613703988
"TERM. CIDADE TIRADENTES , 0",AV NAYLOR DE OLIVEIRA/ AV DOS METALURGICOS,-46.40830117181186,-23.583170615497718
"METRÔ CONCEIÇÃO , 0",ua Guatapará,-46.64126006035306,-23.63561994867908
"R. GREGÓRIO RAMALHO , 0",IGNACIO ALVES DE MATTOS/ TR SAO TEODORO,-46.4551385464965,-23.537100314763645
"R. JOSÉ BENTO DE MELO , 111",MANUEL BOTELHO/ R FRANCISCO AGUIAR DE BARROS,-46.4730338710552,-23.633535400699863
"R. D. VILARES , 1583",ORLANDO TARQUINIO/ R ABAGIBA,-46.60441049946157,-23.623764013424374
"R. PE. ANÍBAL DIFRÂNCIA , 322",DES. CANDIDO DA CUNHA CINTRA/ R MANOEL OLIVA DE ANDRADE SILVA,-46.74957209097389,-23.492021514406925
"R. MELO DE PORTUGAL , 49",PC VIVIANE DIAS SEGURA/ R CERVINHO,-46.51145001009433,-23.500562024787158
"AV. CONS. MOREIRA DE BARROS , 1287",MARIA HELENA/ R IGAPIRA,-46.63559314777521,-23.49060668930595
"AV. JOÃO PAULO DA SILVA , 537",UA MANOEL DE TEFFÉ,-46.6926761432291,-23.69754110875186
"R. ANA CLARA , 786",ua André da Cunha Fonseca,-46.526445436457,-23.612170174416967
"R. JOSE ALVES IRMÃO , 200",UA MANOEL ALVARES PIMENTEL,-46.389312910084676,-23.520661578012728
"AV. MQ. DE SÃO VICENTE , 2160",FRANCISCO LUIS DE SOUZA JUNIOR/ AV NICOLAS BOER,-46.68157070779189,-23.517492684657288
"R. SANT´ANA , 725",,-46.68641280440449,-23.67208403245738
"R. MELO FREIRE , 0",Metrô Tatuape - B/C,-46.57670779092327,-23.540674939658235
"R. JOÃO CORDEIRO , 502",SEM NOME/ R FERNANDO MACHESINI,-46.70209172686759,-23.49375858508423
"R. HIPERION , 0",,-46.47361084077215,-23.611538360479326
"AV. CONS. MOREIRA DE BARROS , 3997",FRIBURGO/ R FRANKLIN DO AMARAL,-46.65016522630454,-23.47472857439409
"ESTR. TURÍSTICA DO JARAGUÁ , 0",COMEN J. DE MATOS/ AL AGENOR COUTO MAGALHAES,-46.75388299189273,-23.46371829088729
"R. BENJAMIN CARR , 589",UA ESTEBAM ARACIEL,-46.51360222838114,-23.59244317215091
"AV. DO ESTADO , 5785",SERRA DE PARACAINA/ R CONSELHEIRO JOAO ALFREDO,-46.61359328618629,-23.55995088667113
"R. DOMINGOS DE MORAIS , 1130",PC DOUTOR TEODORO DE CARVALHO/ R FRANCA PINTO,-46.636532702082434,-23.58630987800711
"R. VALENTIN SEITZ , 181",WALTER BRITO BELLETTI,-46.75385069825485,-23.590638970108625
"R. DOS CICLAMES , 271",PAS LITUANIA LIVRE/ R DAS BAUNILHAS,-46.577375012065026,-23.59250602426861
"AV. DR. BERNARDINO BRITO F.DE CARVALHO , 2570",ESQUINA COM A R JARANA - 14 B (antigo),-46.505188037945395,-23.54644811613802
"R. NESTOR GOMES , 0",TITO BATISTA/ R VIRGINIA CASTIGLIONI,-46.79324312522784,-23.43157992685139
"AV. ZELINA , 481",MONTEIRO SOARES FILHO/ R TAMUANAS,-46.57957702618075,-23.58942201409777
"PÇA. DR. JOÃO MENDES , 0",PÇA. JOÃO MENDES / RUA CONS. FURTADO,-46.63380147017247,-23.55246882763069
"R. GUAIPÁ , 1340",COLUMBUS/ TR PEDRO BERTON,-46.735426152398325,-23.52228667619513
"R. JOÃO TEODORO , 0",DA CANTAREIRA/ R SAO LAZARO,-46.62750229370119,-23.53366181039729
"R. BATISTA FERGUSIO , 1353",DAS QUAXINDUBAS/ R DOS VORAS,-46.5086982299881,-23.623358233819125
"R. CATALUNHA , 287",MONTE VERDE/ R BARAO DE ANTONINA,-46.74438233084432,-23.540506748042468
"TERM. METRÔ TATUAPÉ (LADO NORTE) , 0",TERMINAL METRO TATUAPE/ R HENRIQUE SERTORIO,-46.57697879056504,-23.53988493770495
"R. DA CONSOLAÇÃO , 2308",AV PAULISTA/ R ANTONIO CARLOS,-46.66263980742021,-23.55521576616517
"R. BEM TE VI , 50",AV. DAS ORQUÍDEAS,-46.70658730982362,-23.85735439803059
"R. COSTA BARROS , 63",DOUTOR VICENTE GIACAGLINI/ R NOVA IGUACU,-46.56486287664201,-23.59740306123829
"AV. ALBERTO BYINGTON , 768",PRAÇA COSMORAMA/RUA MERE AMEDÉA/RUA IACANGA,-46.589141772272605,-23.50697785394899
"AV. VINTE E TRÊS DE MAIO , 0",CORONEL OSCAR PORTO/ VDTO TUTOIA,-46.645763763788146,-23.57831084354298
"R. CARLOS BLUM , 42",UA NILTON MACHADO DE BARROS,-46.794173414313725,-23.668766472444513
"R. SOLIDÔNIO LEITE , 1049",TAUFIK KURBAN/ R MIGUEL STACH,-46.54838761983977,-23.58134507299292
"R. MANDU , 123",BARBOSA DE CAMPOS/ R UICO,-46.52058914742282,-23.522090039452056
"R. QUIMANGA , 36","João Marchi, / Rua Serra das Araras",-46.40136704515343,-23.537983558692734
"R. BELMONTE , 600",BARAO DA PASSAGEM/ R RACINE,-46.72183606042186,-23.52420668739684
"AV. ÂNGELO CRISTIANINI , 1570",UA GUAICURI,-46.6444575931429,-23.691920045940773
"AV. DR. GENTIL DE MOURA , 59",VERGUEIRO,-46.61455352223005,-23.60260495537881
"AV. BRIG. LUÍS ANTÔNIO , 1338",CONSELHEIRO RAMALHO/ R PROFESSOR SEBASTIAO SOARES DE FARIA,-46.6440166353276,-23.56091081838507
"AV. DO JANGADEIRO , 715",ua Suapé,-46.696429284037826,-23.70749414230234
"R. AGRESTE DE ITABAIANA , 185",,-46.48671482081945,-23.52477715197755
"R. FIRMINÓPOLIS , 186",ITATIBA DO SUL/ R SEM NOME,-46.68348040946845,-23.45076836152157
"R. CESAR PENNA RAMOS , 431",FREDERICO EDUARDO MAYR/ R JOAQUIM AFONSO DE SOUZA,-46.665316422913286,-23.49028961406227
"R. LUAR DO SERTÃO , 239",FEITICO DA VILA/ PAS PARTICULAR A,-46.7926626375425,-23.68783748230365
"R. SALVADOR DALI , 55",UA DAVIDE PÉRES,-46.6564349718119,-23.709332059188558
"R. HEITOR PEIXOTO , 480",INGLES DE SOUZA,-46.62324948066809,-23.57536689022417
"AV. SAPOPEMBA (ESTR. DO RIO CLARO) , 0",VICENTE COSTA NOGUERAS/ R CINIRA POLONIO,-46.44739760459985,-23.62253350432132
"AV. CAITITU , 137",VEL CINCO/ PAS QUATRO,-46.47139769464437,-23.53475223761744
"R. ALFREDO LUCIO , 170",,-46.69537253021765,-23.45871238083241
"AV. ITAQUERA , 7085",LAGOA TAI GRANDE/ R BENEDITO COELHO NETO,-46.462076629632044,-23.548617304130893
"R. LINÁRIA , 261",,-46.38354084940846,-23.51504659225101
"R. MACIÇO DO URUCUM , 814",Catarina Cubas,-46.40114704636503,-23.5404225645277
"AV. AMADOR BUENO DA VEIGA , 2775",FRANCISCO DE PAULO MAGALDI/ TR DOUTOR ADHEMAR LOPES,-46.51952713850875,-23.522867043242968
"R. GUAMIRANGA , 0",,-46.589203152537316,-23.591422995195288
"R. DOMÊNICO FERRABOSCO , 118",EVA TETRAZZINI/ AL DAS ORQUIDEAS,-46.58223951905834,-23.44002663161095
"AV. JOÃO CARLOS DA SILVA BORGES , 454",BRAGANCA PAULISTA/ R CAPITAO JOAO DE GODOY,-46.7119397344821,-23.64141205028049
"AV. FLAMINGO , 1488",BENTO NAVARRO/ R COLEIRINHA,-46.41850118133154,-23.52097144847057
"ESTR. DAS LÁGRIMAS , 970",UA VISC. DE MAGÉ,-46.59617032645607,-23.61022201012597
"AV. DR. VITAL BRASIL , 569",,-46.709930270089856,-23.57102283259375
"AV. ENG. HEITOR ANTÔNIO EIRAS GARCIA , 1168",JOSE XAVIER DE ARAUJO/ VLA PRINCIPADO DE ANDRADE,-46.74676057785621,-23.578707907825
"AV. ENG. CAETANO ALVARES , 5380",TV COBRODO/ R NABUCO DE ARAUJO,-46.6376721480183,-23.485008657623247
"R. CLAUDIO MANOEL , 47",BOCAINA DE MINAS,-46.768915513920916,-23.689578390615182
"R. ESTEVÃO FERNANDES , 521",AV JUREMA ARAUJO SILVEIRA/ R JOSE SERRA,-46.74105617202992,-23.675242260993922
"AV. PROF. EDGAR SANTOS , 550",UA CONDE LUIZ EDUARDO MATARAZZO,-46.49719896155493,-23.549766147187988
"R. SEBASTIÃO ADVÍNCOLA DA CUNHA , 414",EMILIO CONESA,-46.78514826787335,-23.654288365638976
"AV. PROF. HERMÓGENES DE FREITAS LEITÃO FILHO , 1163",FORTE DE ALCANTARA,-46.71430626972796,-23.781071334093127
"R. SABBADO D'ÂNGELO , 2015",DESEMBOQUE/ R CAUTAROS,-46.44526347376192,-23.549972382820105
"R. DO ORFANATO , 1349",MURCIA/ R AGULHA,-46.573333897982295,-23.57641200701912
"AV. ORDEM E PROGRESSO , 1140",SAMARITA/ PC DEL. AMOROSO NETO,-46.66626154076124,-23.51061768205421
"R. PEDRO MEIRA , 381",JORGE JONES/ R RUI BARBOSA LIMA,-46.42142418659272,-23.505612405770286
"R. DO ORATÓRIO , 3013",AGUA MARINHA/ R JOSE ZAPPI,-46.58132497854315,-23.57320198321486
"R. MÁRIO LAGO , 90",ua Alfeu de Alcântra,-46.581561557179654,-23.456825697163428
"AV. PACAEMBU , 1105",GOITACAZ/ R DOUTOR VEIGA FILHO,-46.66304668162928,-23.536003732713088
"R. JOSÉ ANTÔNIO FONTES , 1106",TR ANTONIA RODRIGUES CANTOS/ R FRANCISCO CORREA DE OLIVEIRA,-46.52780643759037,-23.605837160943388
"M03 BRESSER-MOOCA - BRÁS , 0",DO HIPODROMO,-46.60751514920639,-23.5464378780248
"R. DES. BRENO CARAMURU TEIXEIRA , 543",BARAO DE ALMEIDA GALEAO / R DES SILVIO CARDOSO ROLIM,-46.372246733852215,-23.50602562360646
"AV. SYLVIO TORRES , 380",MAURICI MOURA/ R RAUL VALENCA,-46.48704287096305,-23.552645198001343
"AV. SAPOPEMBA , 6897",JOAO TAULER/ R TALES,-46.53084343712721,-23.59131013014059
"R. ANASTÁCIO DE TRANCOSO , 59",Barra da Capará / Rua Itajuíbe,-46.385584860969075,-23.50928857135343
"AV. DO RIO BONITO , 897",AV DOS LAGOS/ R GUARATIBA,-46.70599602495866,-23.680708128493066
"R. JOAQUIM RIBEIRO , 274",VALENCIO AUGUSTO DE B. FILHO/ AV ELISIO TEIXEIRA LEITE,-46.7049126630191,-23.47330845226552
"R. SILVA NETO , 63",PEDRO CUBAS/ R MANOEL FAGUNDES DE SOUZA,-46.712043864017076,-23.505190631025766
"R. MANOEL FERREIRA PIRES , 0",SARGENTO CLAUDINER EVARISTO DIAS/ R QUATRO DE DEZEMBRO,-46.52640435641424,-23.580980123524608
"R. DR. JOSÉ GUSTAVO BUSH , 310",UA CHIBATA MIYAKOSHI,-46.72083169160289,-23.625687027941108
"AV. JACINTO JÚLIO , 339",UA QUERINO LANDI,-46.69394324067731,-23.70512312848115
"R. MARAJÁ-AÇU , 133",,-46.50533706472764,-23.559703137706858
"R. ALVARENGA , 1139",UA MMDC,-46.71178228815288,-23.571789837114572
"AV. CEL. SEZEFREDO FAGUNDES , 0",OPOSTO A RUA CIDREIRA,-46.58016940477096,-23.40285349906173
"TERM. AMARAL GURGEL , 0",,-46.64856054763694,-23.53895377092892
"AV. CUPECE , 2693",SASSAKI/ R FREDERICO ALBUQUERQUE,-46.659273500145474,-23.664793955447273
"R. DOMÊNICO DE PALMA , 844",VARIANTE/ R AILSON SIMOES,-46.669145643033794,-23.667212950853344
"R. INÁCIO DONATI , 98",JOSE MELANI/ R ALFREDO RICCI,-46.43566437239331,-23.542438412340907
"TERM. S. MATEUS - PLAT. B , 0",AV SAPOPEMBA/ PC FELISBERTO FERNANDES DA SILVA,-46.476467871582976,-23.61350935031125
"R. MARIA AMALIA LOPES DE AZEVEDO , 3781",JOAO MENDES DE ALMEIDA NETO/ AV ANTONELO DA MESSINA,-46.59035063413425,-23.456630669173325
"AV. BENIGNO CARRERA , 706",AV JOAO MARIA DE ALMEIDA/ R ESMERALDA MONTEIRO,-46.648502330355605,-23.66269197642674
"R. FILIPE BERTRES , 34",JUAN ALDAMA/ R FERNANDO SANABRIA,-46.76843411345434,-23.645350259546035
"R. LUÍS GOIS , 202",JUREIA/ R GUIRATINGA,-46.629658721003466,-23.604070923206052
"R. ALBERT JANSEN , 0",,-46.78934018168388,-23.448348084604444
"R. MAL. ARGOLO FERRÃO , 325",IZIDRO ORTIZ/ AV MANUEL ANTONIO GONCALVES,-46.57272457551277,-23.495490863509367
"AV. DR. FELIPE PINEL , 2859",Escola Superior de Soldados - PM,-46.73832587959002,-23.464818330765954
