nomesc,latitude,longitude
ESPACO KAIROS X,-23.604557,-46.401924
BOAVENTURA I,-23.53323,-46.424016
VILA NANCY,-23.531575,-46.413802
IGEVE GUAIANASES RABACAL,-23.566669,-46.395955
ANGELINA,-23.554108,-46.40463
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IX,-23.603111,-46.39663
ALEGRIA E SABEDORIA I,-23.561049,-46.423626
PEQUENA ISADORA,-23.579925,-46.394156
MARIA DE LOURDES DA SILVA XAVIER,-23.577364,-46.392954
SABERES ETERNO,-23.566394,-46.398064
ACOLHER II,-23.530117,-46.403986
MUNDO DOS SONHOS II,-23.562472,-46.420834
ESTRELINHAS DO FUTURO II,-23.522377,-46.426922
ESPACO KAIROS IX,-23.562354,-46.396151
VILMA FLOR,-23.575376,-46.396352
VOVO OLINDA,-23.527702,-46.418692
ESTRELA DO AMANHA,-23.603998,-46.3987
ENCANTADO,-23.543234,-46.406298
PEQUENOS PASSOS,-23.530587,-46.403386
CAROLINA MARIA DE JESUS,-23.525907,-46.39044
JULIO FRANCISCO DE SOUZA III,-23.567823,-46.419027
FLOR DE LIS,-23.556825,-46.39838
SOL RADIANTE,-23.590592,-46.406186
QUERUBINS DA VITORIA,-23.523709,-46.389976
NOVO FLORESCER,-23.598,-46.39203
SELMO MARTINS DOS SANTOS ,-23.575401,-46.414309
LUZIA BEZERRA,-23.579401,-46.388163
SO VITORIA,-23.541348,-46.398063
MARIA TEIXEIRA,-23.530759,-46.414041
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IV,-23.53862,-46.415974
ROSEIRA II,-23.539525,-46.401329
TURMA DO BALAO MAGICO,-23.589601,-46.412171
SHEKINAH,-23.530955,-46.419758
CRIANCAS BRILHANTES,-23.538544,-46.407553
DOCURAS E TRAVESSURAS,-23.579852,-46.383122
ELIZA BOTELHO BYINGTON,-23.586102,-46.404755
ALPS TIRADENTES,-23.585415,-46.40089
ENCANTADO II,-23.538894,-46.39527
MARIA JOSE DA SILVA SANTOS,-23.591811,-46.416025
BEM QUERER,-23.535652,-46.417332
LUCIA HELENA PRADO BARRETO,-23.535512,-46.399902
CUIDANDO DO AMANHA,-23.548026,-46.421743
REFERENCIA,-23.529005,-46.399523
LAR ENCANTADO,-23.524338,-46.429046
PEQUENOS PENSADORES II,-23.559386,-46.406963
"VOVO AUGUSTA I, CEI",-23.542075,-46.394565
VOVO AUGUSTA II,-23.53744,-46.397856
ESPACO KAIROS V,-23.545549,-46.392114
ALPS LAJEADO,-23.536527,-46.398655
JEOVA RAFA,-23.524348,-46.42403
"TIA ZENI, C. E. R.",-23.554,-46.400497
PARAISO,-23.584873,-46.41274
MARIA DA SILVA SANTOS,-23.52881,-46.395052
CRIANDO RAIZES,-23.588811,-46.410634
ESPACO KAIROS,-23.539226,-46.394192
SAO MIGUEL ARCANJO,-23.571061,-46.396475
SABOR DE INFANCIA,-23.582604,-46.404092
SANTA EDWIGES,-23.568124,-46.409507
UNIVERSO DOS PEQUENINOS,-23.526144,-46.431244
IGEVE GUAIANASES ALVORADA,-23.527981,-46.414762
BOAVENTURA III,-23.526318,-46.419522
CANTINHO DA TIA DORA,-23.546664,-46.390677
ALEGRIA E SABEDORIA II,-23.587092,-46.401992
JOAO E MEL,-23.523388,-46.425111
LETICIA RIBEIRO PORTO,-23.554536,-46.401369
ALPS JARDIM SAO JOAO,-23.547688,-46.423519
ANJO RAFAELA II,-23.595755,-46.404443
SUZANA POMPEO DE TOLEDO,-23.53551,-46.418575
DONA BELLA,-23.527482,-46.39374
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VII,-23.558706,-46.42251
MARIA,-23.583699,-46.385487
PEQUENOS PENSADORES,-23.588173,-46.382743
ACOLHER I,-23.587943,-46.386648
VOVO LIDIA III,-23.523443,-46.390045
VOVO ANNA GOMES,-23.533825,-46.406645
LOBINHO,-23.590913,-46.413516
JULIA E JR,-23.527817,-46.391635
EFIGENIA ANGELO GUILHERME,-23.585768,-46.382083
MUNDO NOVO,-23.542664,-46.401877
SOL NASCENTE II,-23.541254,-46.393724
VOVO LIDIA I,-23.54787,-46.39444
ESPACO KAIROS III,-23.524561,-46.390633
NOVA ALIANCA II,-23.540497,-46.392619
SOL NASCENTE III,-23.584147,-46.385162
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VI,-23.551898,-46.398714
SEGUNDO MANDAMENTO,-23.583988,-46.3845
JESUS REI III,-23.584101,-46.394796
"PIU-PIU,E.E.I.",-23.527669,-46.420582
CONCORDIA II,-23.587924,-46.396947
SERGIO LESSA DA FONSECA,-23.532396,-46.415139
VOVO NINITO,-23.558474,-46.40134
ESPACO KAIROS IV,-23.527119,-46.419071
SOL EMILIO DE OLIVEIRA,-23.583656,-46.392313
ROSEIRA I,-23.585014,-46.395644
BOM E SER CRIANCA,-23.52897,-46.414544
GUADALUPE,-23.540939,-46.404593
JESUS MENINO II ,-23.522683,-46.395432
APRENDENDO A CRESCER,-23.581202,-46.401628
KADOSH,-23.583775,-46.384458
NUCLEO EDUCACIONAL KAIROS,-23.538852,-46.394146
AQUARELA KIDS,-23.562076,-46.402004
LUZ DO MUNDO,-23.538931,-46.418625
PEQUENO ARTHUR,-23.543821,-46.389485
VIVER E APRENDER,-23.583775,-46.384458
VOVO JOAQUIM,-23.585455,-46.390742
JULIA SAPUCAIA,-23.542597,-46.395103
QUATRO PILARES DA EDUCACAO I,-23.545146,-46.389313
QUATRO PILARES DA EDUCACAO II,-23.583118,-46.385014
PINGOS DE AMOR,-23.580069,-46.388246
TURMA DA MAFALDA II,-23.52709,-46.410062
LUZIA BEZERRA II,-23.585522,-46.407748
REGGIO EMILIA,-23.551303,-46.412032
MARIAZINHA,-23.580369,-46.385559
VIDA DE CRIANCA,-23.586907,-46.40541
CARIJOS,-23.585195,-46.383506
TURMA DA MAFALDA,-23.536025,-46.414869
GOVERNADOR MARIO COVAS,-23.539037,-46.411935
JARDIM SANTA ETELVINA,-23.602237,-46.397086
IZABEL RIBEIRO,-23.524627,-46.389983
TUPINIQUIM,-23.582191,-46.391662
JULIO CESAR,-23.5248,-46.419177
ESPERANCA E VIDA II,-23.567215,-46.395414
BUBBLE KIDS,-23.574217,-46.413498
VO NICE I,-23.528857,-46.416929
BARBARA HELIODORA,-23.589041,-46.395855
CIDADE TIRADENTES,-23.590664,-46.406616
CONJ. PRESTES MAIA,-23.566179,-46.408672
INCONFIDENTES,-23.581093,-46.402419
GERALDO MAGELA PERON,-23.547104,-46.403333
INACIO MONTEIRO,-23.569369,-46.404226
JARDIM SAO PAULO,-23.554053,-46.398771
"JOAQUIM GOUVEIA FRANCO JR., VER.",-23.534707,-46.406303
JOCELYNE GUIMARAES FERNANDES DE MELLO,-23.56575,-46.399111
"JUSCELINO KUBITSCHEK OLIVEIRA, PRES.",-23.563233,-46.405398
MARILIA DE DIRCEU,-23.603002,-46.403683
NEIDE KETELHUT,-23.537338,-46.41956
"PEDRO BRASIL BANDECCHI, VER.",-23.52939,-46.421188
MARIA AUGUSTA DE PAULA PROFA,-23.604952,-46.399546
ZACARIA MAURO FACCIO GONCALVES,-23.581033,-46.400018
"MARIELCIA FLORENCIO DE MORAIS, PROFA",-23.592191,-46.397514
"MARIO PEREIRA COSTA, PROF",-23.58441,-46.413168
"MARIA CONCEICAO MONTEIRO AYRES, PROFA",-23.566059,-46.408948
ADHEMAR FERREIRA DA SILVA,-23.581351,-46.393935
"LUCIANO MENDES DE ALMEIDA, DOM",-23.545181,-46.388925
VILA MARILENA,-23.557378,-46.412964
"TITO DE ALENCAR LIMA, FREI",-23.607044,-46.401099
MADRE PAULINA,-23.58876,-46.389866
"ALICE APARECIDA DE SOUZA , PROFA",-23.599849,-46.392965
"SITIO CONCEICAO, CEI",-23.578503,-46.392593
VICENTE MATHEUS,-23.545604,-46.415294
NOSSA SENHORA DE LOURDES,-23.529503,-46.394776
JARDIM SAO JORGE,-23.523363,-46.394674
LAR DITOSO,-23.545863,-46.417124
JOSELY MARIA CARDOSO BENTO,-23.56986,-46.411474
"EVANIR APARECIDA HILARIO, PROFA",-23.538684,-46.422915
TEREZA DAVILA,-23.544582,-46.414585
"JORGE, PE",-23.544994,-46.417107
AGUA AZUL,-23.594601,-46.406758
FAZENDA DO CARMO,-23.566027,-46.418788
CHICA DA SILVA,-23.583396,-46.393294
MARINA MILLIET KIEHL,-23.523951,-46.429964
NOSSA SENHORA DO DIVINO PRANTO,-23.598112,-46.402009
CONJUNTO HABITACIONAL BALTAZAR CISNEROS,-23.533402,-46.422525
LAJEADO,-23.535445,-46.399043
JARDIM SOARES II,-23.549354,-46.402578
JARDIM WILMA FLOR,-23.572072,-46.394561
FAZENDA DO CARMO II A,-23.568894,-46.417586
CONJUNTO HABITACIONAL SANTA ETELVINA VI,-23.597055,-46.396844
SANTA RITA,-23.590993,-46.411445
MARIA ELISABETE LIMA MOTA,-23.590338,-46.40936
AVIB ASS DOS VOL INT DO BRASIL UNID I G,-23.546806,-46.39634
AVIB ASS DOS VOL INT DO BRASIL UNID II G,-23.555584,-46.395702
AVIB ASS DOS VOL INT DO BRASIL UNID V G,-23.538726,-46.407654
AVIB ASS DOS VOL INT DO BRASIL UNID VIII G,-23.539532,-46.398096
AVIB ASS DOS VOL INT DO BRASIL UNID IX G,-23.539766,-46.40449
AVIB ASS DOS VOL INT DO BRASIL UNID X G,-23.541862,-46.39298
AVIB ASS DOS VOL INT DO BRASIL UNID XI G,-23.540244,-46.394899
AVIB ASS DOS VOL INT DO BRASIL UNID XII G,-23.53601,-46.397242
AVIB ASS DOS VOL INT DO BRASIL UNID XV G,-23.531518,-46.415694
AVIB ASS DOS VOL INT DO BRASIL UNID XVI G,-23.537738,-46.419694
AVIB ASS DOS VOL INT DO BRASIL UNID XVII G,-23.528323,-46.393514
AVIB ASS DOS VOL INT DO BRASIL UNID XVIII G,-23.547235,-46.397434
CONSELHO COMUNITARIO DA VILA SOLANGE UNID I G,-23.546693,-46.421935
CONSELHO COMUNITARIO DA VILA SOLANGE UNID IV G,-23.539409,-46.401506
CONSELHO COMUNITARIO DA VILA SOLANGE UNID V G,-23.529282,-46.394628
CASP CENTRAL DE ASSOC E SOC POP UNID V G,-23.581237,-46.387935
CASP CENTRAL DE ASS E SOCIEDADES POPULARES XIII,-23.586254,-46.385322
CONSELHO COMUNITARIO DA VILA SOLANGE - UNIDADE IG,-23.535311,-46.422443
AVIB-ASSOCIACAO DE VOLUNTARIOS INTEGRADOS NO BRASIL,-23.554589,-46.400992
AVIB-ASSOCIACAO DE VOLUNTARIOS INTEGRADOS NO BRASIL,-23.536563,-46.40216
AVIB-ASSOCIACAO DE VOLUNTARIOS INTEGRADOS NO BRASIL,-23.527462,-46.431113
AVIB-ASSOCIACAO DE VOLUNTARIOS INTEGRADOS NO BRASIL,-23.546922,-46.39743
CASP CENTRAL DE ASS E SOCIEDADES POPULARES,-23.587272,-46.402623
AVIB - ASSOC. VOLUNTARIOS INTEGRADOS DO BRASIL,-23.556824,-46.399972
ASS BENEFICENTE COMUNITARIA BEM QUERER,-23.583689,-46.398548
ASS BENEFICENTE COMUNITARIA BEM QUERER II,-23.586588,-46.382348
"ANTONIO RUBBO MULLER, PROF.",-23.598841,-46.544618
SENA MADUREIRA,-23.59976,-46.644564
LUIZ GONZAGA DO NASCIMENTO JR. - GONZAGUINHA,-23.610461,-46.59521
OTAVIO JOSE DA SILVA JUNIOR,-23.610929,-46.59488
"FRANCISCO DA SILVEIRA BUENO, PROF.",-23.613144,-46.532568
CIDADE DO SOL,-23.614201,-46.593605
"MARIA LUIZA MORETTI GENTILE, PROFA.",-23.593221,-46.580761
ANTONIO FIGUEIREDO AMARAL,-23.523948,-46.656429
PERICLES EUGENIO DA SILVA RAMOS,-23.609311,-46.582073
"JOSEMARIA ESCRIVA, BEM-AVENTURADO",-23.648093,-46.599008
"SILVIO CALDAS, COMPOSITOR",-23.658394,-46.613374
SANTO DIAS DA SILVA,-23.630982,-46.590781
"CARLOS EDUARDO DE CAMARGO ARANHA, DR.",-23.62077,-46.618581
MENINOS,-23.621213,-46.583072
"FATIMA REGINA DA CRUZ SABINO CALACA, PROFA",-23.652524,-46.610506
"LUCIANA AZEVEDO POMPERMAYER, PROFA.",-23.643822,-46.608609
"MARA CRISTINA TARTAGLIA SENA, PROFA.",-23.64384,-46.608609
HERCILIA DE CAMPOS COSTA,-23.648918,-46.605177
VILA EMA,-23.59263,-46.538906
"ISOLINA LEONEL FERREIRA, PROFA.",-23.607003,-46.598261
"MARISA RICCA XIMENES, PROFA.",-23.604785,-46.535868
"ABRAO HUCK, DR.",-23.609775,-46.59761
JOAQUIM ANTONIO DA ROCHA,-23.609678,-46.581869
"ROBERTO PLINIO COLACIOPPO, PROF.",-23.6574,-46.614203
VILA ALPINA,-23.583723,-46.568577
MONTEIRO LOBATO,-23.545576,-46.659656
HELEN KELLER,-23.576058,-46.630039
"FEIJO, REG.",-23.569301,-46.623129
ALBERTO DE OLIVEIRA,-23.557616,-46.62443
ANGELO MARTINO,-23.5569,-46.641803
PATRICIA GALVAO,-23.548937,-46.647337
GABRIEL PRESTES,-23.548279,-46.650953
ARMANDO DE ARRUDA PEREIRA,-23.542674,-46.643022
JOAO THEODORO,-23.532245,-46.634934
"ALCEU MAYNARD DE ARAUJO, PROF.",-23.519089,-46.649773
DELFINO AZEVEDO,-23.582629,-46.613615
"MILTON IMPROTA, PROF.",-23.595474,-46.615877
"MANUEL SOARES NEIVA, CEL.",-23.603635,-46.612631
"THEREZINHA BATISTA PETTAN, PROFA.",-23.60755,-46.6203
MONTESE,-23.61296,-46.616799
"MARIO MARQUES E SERRA, PE.",-23.638377,-46.60565
ANTONIO FRANCISCO LISBOA,-23.623265,-46.590929
"BENNO HUBERT STOLLENWERK, PE.",-23.621213,-46.583072
BATISTA CEPELOS,-23.605404,-46.595339
"ISABEL, PRINC.",-23.595555,-46.595454
"PEDRO I, D.",-23.580083,-46.605766
"LUCY GARCIA SALGADO, PROFA.",-23.616304,-46.662069
"IGNACIO HENRIQUE ROMEIRO, PROF.",-23.609684,-46.671306
"ANITA COSTA, DA.",-23.601644,-46.657703
SAO PAULO,-23.598288,-46.648427
HEITOR VILLA LOBOS,-23.581978,-46.654252
"ANA ROSA DE ARAUJO, DA",-23.579961,-46.637324
OSWALDO CRUZ,-23.597465,-46.623248
"PAULO ALVES, TTE.",-23.605832,-46.633613
QUINTA DAS PAINEIRAS,-23.58857,-46.588044
AFONSO CELSO,-23.599225,-46.562272
"ZENAIDE GRANDINI, PROFA.",-23.605181,-46.560357
"SEBASTIAO SANCHES MARTINES, PROF",-23.595078,-46.547862
JOSE VERISSIMO,-23.587216,-46.537512
BRENNO FERRAZ DO AMARAL,-23.604358,-46.539531
"FARIA LIMA, BRIG.",-23.576893,-46.629912
"CAXIAS, DUQUE DE",-23.554854,-46.628781
CELSO LEITE RIBEIRO FILHO,-23.55734,-46.642041
JOSE MARIA LISBOA,-23.613607,-46.612696
"EURICO GASPAR DUTRA, MAL.",-23.622396,-46.61494
"SYLVIA MARTIN PIRES, PROFA.",-23.625328,-46.605101
OLAVO FONTOURA,-23.638225,-46.606033
JOAQUIM NABUCO,-23.638062,-46.599259
CASSIANO RICARDO,-23.649058,-46.604217
JOSE DO PATROCINIO,-23.647596,-46.598862
"LEAO MACHADO, PROF.",-23.644965,-46.59347
"CAMPOS SALLES, PRES.",-23.622441,-46.590732
ANTONIO DE ALCANTARA MACHADO,-23.612369,-46.601246
"FRANCISCO MEIRELLES, DES.",-23.596989,-46.592218
"JOAO CARLOS DA SILVA BORGES, PROF.",-23.615999,-46.662907
"MANOEL DE PAIVA, PE",-23.588101,-46.621235
JEAN MERMOZ,-23.608198,-46.636751
IRINEU MARINHO,-23.592938,-46.580973
"RUTH LOPES ANDRADE, PROFA.",-23.589995,-46.580871
"QUEIROZ FILHO, PROF.",-23.597505,-46.565779
"OSORIO, GEN.",-23.60733,-46.556652
CLEOMENES CAMPOS,-23.587567,-46.551919
"AUREA RIBEIRO XAVIER LOPES, PROFA.",-23.598448,-46.545121
"MARLENE RONDELLI, PROFA.",-23.581715,-46.537654
"PRUDENTE DE MORAIS, PRES.",-23.595969,-46.536421
"MASCARENHAS DE MORAES, MAL.",-23.595993,-46.539479
ALVARES DE AZEVEDO,-23.604461,-46.538669
ALTINO ARANTES,-23.609439,-46.529394
"CARVALHO PINTO, GOV.",-23.608413,-46.529942
"PAULO EMILIO VANZOLINI,CIEJA",-23.560102,-46.62433
CLOVIS CAITANO MIQUELAZZO - IPIRANGA,-23.649667,-46.610214
CAXINGUELE BERCARIO E ESC.ED.INF.,-23.600337,-46.642188
LAPIS MAGICO NUCLEO DE RECR. E ED.INF.,-23.619489,-46.599369
MINIATURA ESC. INF.,-23.607733,-46.671644
JACARANDA BERCARIO E.E.I.,-23.541168,-46.663613
CASTELO ENCANTADO NUCLEO EDUCACIONAL,-23.601118,-46.619773
VIA CONSILII,-23.599954,-46.609572
A DOCE VIDA EDUCACAO INFANTIL,-23.571395,-46.62459
PEQUENO REINO PRODUTOS INF. E CENTRO DE RECR.,-23.592151,-46.666944
CHACARA KLABIN JARDIM ESCOLA,-23.591451,-46.625171
ESPACO ABERTO EDUC. INFANTIL,-23.58702,-46.645563
PEQUENOS PENSADORES ESCOLA,-23.583797,-46.640627
"DOCE FOLIA, E.E.R.I.",-23.522018,-46.645197
NANA NENEM BERCARIO E MATERNAL,-23.621422,-46.645679
BRINCANDO E APRENDENDO CENTRO DE RECR.,-23.564207,-46.628592
SO TOQUINHO E.E.I.,-23.604674,-46.654878
TUPINIQUIM NUCL. DE RECR. INF.,-23.618859,-46.625901
YPE RECR. INF.,-23.609906,-46.600773
LA VIDA - BERCARIO E EDUCACAO INFANTIL,-23.606916,-46.601261
"CRIAR-TE LTDA-ME, ESCOLA INFANTIL",-23.622872,-46.617826
DONA ANTONIETA ALTENFELDER CRECHE,-23.542675,-46.648919
NOSSA SENHORA AUXILIADORA INSTITUTO - UNID.II,-23.590833,-46.611596
BERGAMO ESCOLINHA,-23.55563,-46.648689
HIGIENOPOLIS ESCOLA,-23.545481,-46.655645
MEU MEL NUCL.RECR,-23.619429,-46.586717
CRIANCA FELIZ DO BOSQUE E.E.I.,-23.606165,-46.643112
TAGARELINHA E.E.I.,-23.557045,-46.643733
PATOTINHA ALEGRE E.E.I.,-23.59349,-46.540992
PINGUIM E.E.I.,-23.600925,-46.661257
BAMBYNOS E.E.I.,-23.605271,-46.563621
NOSSO CANTINHO NUCL. DE RECR. INF.,-23.602949,-46.628704
QUARTO CRESCENTE E.E.I.,-23.593631,-46.62766
"ITATIAIA, COLEGIO",-23.572976,-46.650087
PEQUENO PRINCIPE JARDIM ESCOLA,-23.586868,-46.608537
CATARINA LABOURE,-23.587584,-46.605511
COLHEITA DE ESPERANCA,-23.604483,-46.589768
"JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA",-23.590176,-46.60368
"JERONIMO RODRIGUES, MONS",-23.641431,-46.603318
NOSSA SENHORA DAS MERCES,-23.633358,-46.607042
SAO BERNARDO,-23.644095,-46.590458
VILA MONUMENTO,-23.573443,-46.613901
BETTY LAFER,-23.526432,-46.631255
BRAZILIA LACERDA DE ARRUDA BOTELHO,-23.556912,-46.638426
CASA DOM GASTAO,-23.531233,-46.636293
CLARET,-23.541049,-46.656084
CORACAO DE JESUS,-23.533192,-46.644079
GRAO DE GENTE II,-23.527861,-46.627569
LIBERDADE,-23.557704,-46.631499
ESPACO DA CRIANCA EMILIE DE VILLENEUVE,-23.552302,-46.630524
ADELIA CURI,-23.606106,-46.646861
ANNA CANDIDA BRASIL NAVARRO,-23.596595,-46.651968
JOAO PAULO II,-23.582242,-46.641328
NOSSA SENHORA MAE DA IGREJA,-23.599612,-46.625166
SAO JUDAS TADEU,-23.617415,-46.640724
CAMPO BELO,-23.583846,-46.542196
HELENA DA SILVA TEIXEIRA,-23.60035,-46.569849
JULIO CESAR DE AGUIAR,-23.584698,-46.589672
"DIVINO AMOR, LAR DAS CRIANCAS",-23.596743,-46.577407
MARY ANNE,-23.592892,-46.564954
NOSSA SENHORA DO CARMO,-23.595138,-46.559128
PAULO SILAS,-23.59057,-46.546525
LAR DO AMOR CRISTAO,-23.595675,-46.602155
"JESUS MENINO,C. ED. COMUNITARIO",-23.603495,-46.541949
"ESTRELA DA MANHA, CEI",-23.64032,-46.605969
SAO FRANCISCO DE ASSIS,-23.561442,-46.649739
LAR NOSSA SENHORA DA CONSOLACAO,-23.548502,-46.647671
OSLAVIA BRAZ LEONIS,-23.590792,-46.639217
CENTRO SOCIAL DA CRIANCA,-23.535103,-46.628837
DOCE INFANCIA  N.R.I.,-23.586386,-46.571051
BARONESA DE LIMEIRA,-23.629194,-46.649956
CORACAO DE MARIA,-23.533403,-46.659098
ACONCHEGO,-23.553718,-46.649408
LUZ DO AMANHA,-23.621575,-46.592576
QUINTAL DA CRIANCA,-23.554245,-46.628091
MAE ACHIROPITA,-23.557309,-46.647393
SAO VICENTE PALLOTTI,-23.611121,-46.596068
ARTE E MAGIA,-23.607069,-46.633028
PACAEMBU,-23.533168,-46.661573
SAGRADA FAMILIA,-23.530545,-46.652462
JOSEFA JULIA,-23.619966,-46.59599
IPIRANGA,-23.572296,-46.605807
BERCARIO ANJO DA GUARDA,-23.607142,-46.620236
"PLANETA DOCE, CENTRO DE REC INF",-23.591883,-46.615203
ACONCHEGO II,-23.553471,-46.648854
PRIMEIROS PASSOS,-23.621434,-46.599288
SEMENTE DE ESPERANCA,-23.601371,-46.589524
ESCOLA SAVOIA,-23.579901,-46.613151
APRENDIZ NUCLEO DE EDUCACAO INFANTIL,-23.647604,-46.596242
"PAZ, AMOR E ALEGRIA",-23.60926,-46.61177
CARINHA SUJA,-23.538659,-46.653218
HELENA LUBIENSKA,-23.579879,-46.634356
RECANTO DOS ANJOS DOURADOS,-23.645912,-46.591296
VER CRESCER,-23.586181,-46.626921
NOSSO MUNDO,-23.616058,-46.635709
AKITA KIDS ACADEMY,-23.602569,-46.636579
"PIRILAMPO, NUCLEO DE RECREACAO INF",-23.564739,-46.62262
PERFIL TUIM,-23.604721,-46.673243
TICK E TITOS,-23.582312,-46.642701
SAVOIA - UNIDADE II,-23.579708,-46.613596
"VILLA COR, BERCARIO E ED INFANTIL",-23.603222,-46.67307
MAPLE BEAR CANADIAN SCHOOL VILA NOVA CONCEICAO,-23.59525,-46.66833
ARTE E MAGIA II,-23.6064,-46.63558
PORTAL DO CRESCER,-23.587146,-46.577663
PRIMEIRO PASSO ESCOLAS REUNIDAS,-23.576768,-46.648285
"FRUTO DO SABER, R. I.",-23.57927,-46.55424
EVOLUCAO UNIDADE II,-23.540758,-46.663434
ARCO IRIS,-23.561351,-46.620574
EVOLUCAO UNIDADE I,-23.541374,-46.669755
RUGRATS OS ANJINHOS VIII,-23.593087,-46.549485
FOFINHO B. E.,-23.570265,-46.64202
CRE-SER,-23.599317,-46.603751
RUGRATS OS ANJINHOS IX,-23.598495,-46.547678
BABY HOME,-23.592324,-46.623928
CENTRO EDUCACIONAL LESSING,-23.578738,-46.548934
RUGRATS OS ANJINHOS II,-23.568448,-46.611763
MINERVINO RODRIGUES FERREIRA,-23.614232,-46.599425
ESPACO COLORIDO,-23.602626,-46.55299
AVIVA DESENVOLVIMENTO INFANTIL,-23.605584,-46.639182
RUGRATS - OS ANJINHOS III,-23.596619,-46.54246
ESCOLA ECO BIO,-23.614625,-46.659871
ACONCHEGO BABY CARE,-23.594756,-46.604346
BERCARIO E EDUCACAO INFANTIL ACTOS,-23.590176,-46.60368
EVOLUCAO UNID IV,-23.542164,-46.664017
CLUBE DAS LETRINHAS,-23.579822,-46.548837
LEONARDA SOARES ALVES,-23.60573,-46.598913
"JOAO AMORIM, DR",-23.608012,-46.597103
ESCOLA BELLO BAMBINO,-23.620716,-46.638586
MARIA CELINA DE JESUS,-23.596483,-46.560581
"ABC, E.E.I.",-23.602671,-46.638232
COLEGIO ITATIAIA,-23.571321,-46.634937
LIRIO DA PAZ,-23.633114,-46.616484
SAN FRANCESCO DE ASSISI,-23.606089,-46.600474
BEM ME QUER JARDIM DA SAUDE,-23.619055,-46.623375
PAULA MARIA,-23.569427,-46.618306
"LUMINIS, B.E.I.",-23.621747,-46.630698
JARDIM ESCOLA CONHECER,-23.624302,-46.638052
AVIVA DESENVOLVIMENTO INFANTIL,-23.603238,-46.656601
LUZ DO SABER,-23.607563,-46.608397
EURIDICE FERREIRA DE MELO,-23.628319,-46.613752
RUGRATS OS ANJINHOS VI,-23.596441,-46.539537
PINOCCHIO II,-23.610389,-46.626806
JURANDYR BARBOSA,-23.652896,-46.610104
ABRINDO O SABER,-23.536271,-46.650271
SAGRADA FAMILIA - ADBM,-23.616111,-46.613276
EVOLUCAO UNIDADE III,-23.541273,-46.663616
BABY HOME PRIME BERCARIO,-23.594199,-46.624958
NOSSA ESCOLA,-23.591083,-46.605916
CAMINHANDO POR PRINCIPIOS,-23.594476,-46.60474
ESTACAO KIDS,-23.627684,-46.606287
"FAZENDO ARTE, ESCOLA",-23.614353,-46.619914
MUNDO AZUL,-23.629229,-46.608337
VILA DA ARTE,-23.622726,-46.613276
PINOCCHIO III,-23.538114,-46.651053
"ABILITA, COLEGIO UNIDADE II",-23.622919,-46.6372
LIVIERO,-23.644129,-46.591561
FILADELFIA,-23.589144,-46.584802
PATATIVA DO ASSARE,-23.625697,-46.615885
FLOR DE LOTUS,-23.617219,-46.601014
SAO FRANCISCO DE ASSIS,-23.626287,-46.62836
"DOCE INFANCIA, N.E.I. - UNIDADE II",-23.587956,-46.577889
ATELIE CARAMBOLA,-23.60251,-46.629723
COLEGIO ITATIAIA - UNIDADE DE MOEMA,-23.608712,-46.660471
JERUSALEM,-23.58562,-46.580978
TALK KIDS,-23.58264,-46.665819
"RUMO DO GIRASSOL, C.R.I.",-23.579386,-46.610656
"HAPPY DAY, E.I.",-23.625494,-46.603354
"MON PETIT, B.R.I.",-23.554855,-46.653191
EDUCAR,-23.572539,-46.611187
ESPACO DA CRIANCA IV,-23.620783,-46.638011
"PACTO BERCARIO, ESCOLA E.I. UNIDADE I",-23.574222,-46.649186
"PACTO BERCARIO, ESCOLA E.I. UNIDADE II",-23.57259,-46.649135
ESCOLA RAIO DE LUZ,-23.592362,-46.604733
"CORUJINHA, INSTITUTO EDUCACIONAL",-23.625832,-46.621735
TURMINHA DO FUTURO,-23.595828,-46.561928
RAINBOW SCHOOL,-23.572165,-46.629444
FLORESCER,-23.616912,-46.594575
PINOCCHIO IV,-23.53428,-46.661842
"LITTLE BABY,E.E.I.",-23.591044,-46.552433
CEI SAO MIGUEL,-23.528927,-46.646781
"NOVO DIA, COLEGIO",-23.599509,-46.536602
"ARVOREDO,E.E.I.",-23.571597,-46.630248
"PLANETA CRIANCA,E.E.I.",-23.577187,-46.619258
ATELIE CARAMBOLA ESCOLA DE INFANCIA,-23.595349,-46.63375
"SANTIAGO DE COMPOSTELA,ESCOLA",-23.587724,-46.624559
"SALAME MINGUE,BERCARIO N.E.I.",-23.596767,-46.62742
"CASINHA DA ABELHA, JARDIM ESCOLA",-23.592606,-46.579962
AMORA,-23.623443,-46.61789
MUTSUMI YOTIEN,-23.579357,-46.644804
KATATAU,-23.62158,-46.587875
CARDECI MARTINS,-23.591525,-46.572225
TALITHA KUMI,-23.591387,-46.581633
DOS ANJOS,-23.60197,-46.592969
EDUCANDO,-23.634192,-46.59934
"SUMIRE,ESCOLA",-23.613506,-46.643289
SEMEANDO O FUTURO,-23.606377,-46.643133
CONSTRUINDO SONHOS,-23.613186,-46.603743
RECANTO DO PAULINHO,-23.618564,-46.586203
